TURN,UTTERANCE,DA,EMOTION
Ses04F_impro06_M013,"That's right.  That's right.  I mean he would want us to, you know, celebrate the life that he- that he lived and, you know, enjoy the rest of ours as much as we can.",o,sad
Ses04F_impro06_F010,"Yeah, I know.",ag,sad
Ses04F_impro06_M014,So-,s,sad
Ses04F_impro07_M000,"Hey, what's up?",q,neu
Ses04F_impro07_F000,Guess what came today?,q,exc
Ses04F_impro07_M001,What?,q,exc
Ses04F_impro07_F001,My acceptance letter.,ans,exc
Ses04F_impro07_M002,Get out.,s,sur
Ses04F_impro07_F002,From U.S.C..,s,exc
Ses04F_impro07_M003,You serious?,q,sur
Ses04F_impro07_F003,"Yes, I am.",ans,exc
Ses04F_impro07_M004,"Oh, my god what happened.  You got in. Otherwise you wouldn't be so happy. [LAUGHTER]",o,xxx
Ses04F_impro07_F004,"Well yeah, that's the general idea. [LAUGHTER]",ag,exc
Ses04F_impro07_M005,That's awesome.  Congratulations.,o,exc
Ses04F_impro07_F005,Big bad acceptance packet with all the information.  I'm going to U.S.C..,s,exc
Ses04F_impro07_M006,That's amazing.  Wow.,o,exc
Ses04F_impro07_F006,I know. [LAUGHTER],ag,exc
Ses04F_impro07_M007,You're going to have to get like a nine millimeter because U.S.C.'s like in South Central.,s,xxx
Ses04F_impro07_F007,"[LAUGHTER] Yeah, uh. No.",dag,exc
Ses04F_impro07_F008,[LAUGHTER] It's safe around there.,s,exc
Ses04F_impro07_M008,"No, seriously. No, seriously, you should do it.",dag,xxx
Ses04F_impro07_F009,The campus is beautiful. I'm so excited.,o,exc
Ses04F_impro07_M009,I know but you should get like a taser or something.  I mean walking around the campus at night-,ag,neu
Ses04F_impro07_F010,"Do you want to buy me some mace for my, you know, going away present?",q,exc
Ses04F_impro07_M010,I'll get you- I'll get you a bottle of mace.,ans,xxx
Ses04F_impro07_F011,There we go.  Perfect.,o,exc
Ses04F_impro07_M011,And a taser and a knife.,s,xxx
Ses04F_impro07_F012,And a taser.  Excellent.  Just make sure it's a big knife.,o,exc
Ses04F_impro07_M012,And you'll be fully loaded.,o,xxx
Ses04F_impro07_F013,I don't want any of those little puny ones.,o,exc
Ses04F_impro07_M013,"So, um- so what are you going to- what are you going to major in?",q,neu
Ses04F_impro07_F014,Well I was thinking maybe underwater basket weaving.,ans,exc
Ses04F_impro07_M014,"Underwater basket weaving, my god.",o,xxx
Ses04F_impro07_F015,"U.S.C. has a major in that, right.",s,exc
Ses04F_impro07_M015,They have- they have that,q,xxx
Ses04F_impro07_F016,They have - U.S.C. has everything because U.S.C. is the best school ever.,ans,exc
Ses04F_impro07_M016,they have that as a major?,q,neu
Ses04F_impro07_M017,That's ridiculous.  I don't believe that.,o,neu
Ses04F_impro07_F017,Okay.  Well I'm lying but-,ag,exc
Ses04F_impro07_M018,"Seriously, what's your major?",q,neu
Ses04F_impro07_F018,"Well, I haven't decided yet.  I want to try some things out.",ans,exc
Ses04F_impro07_M019,So you're undecided?,q,neu
Ses04F_impro07_F019,Yeah.,ans,xxx
Ses04F_impro07_M020,"Hey, that's cool.",o,neu
Ses04F_impro07_F020,"I know 'cause then I can do whatever I want, right.  I can try classes in this and then try classes in that and then pick whatever I like best.",ag,xxx
Ses04F_impro07_M021,"No, no.  It's totally cool.  I mean, like, this friend of mine he was- he's been undecided now for, like, the past like eleven years of his life.",o,neu
Ses04F_impro07_F021,okay.  Well I'm not going to be undecided forever. [LAUGHTER],o,exc
Ses04F_impro07_M022,"Uh, well-",b,neu
Ses04F_impro07_F022,And it's so close so you can come visit me all the time.,o,exc
Ses04F_impro07_M023,You- you- you'll find.,s,neu
Ses04F_impro07_M024,"Yeah, I know.  That's right. Yeah, yeah. Because I live in LA.",ag,xxx
Ses04F_impro07_F023,Right.,ag,xxx
Ses04F_impro07_M025,and I like living in LA.,o,xxx
Ses04F_impro07_F024,"So this works out perfectly.  Because I was worried if I didn't get in to U.S.C., then I would have to go somewhere far away and then-",o,exc
Ses04F_impro07_M026,"You'd have to, like go somewhere else, and, you know, we would be apart, and that would suck.",o,neu
Ses04F_impro07_F025,I would miss you.,o,xxx
Ses04F_impro07_F026,Yeah. But now we don't have to.,s,xxx
Ses04F_impro07_M027,Right.,ag,xxx
Ses04F_impro07_F027,Everything worked out perfectly.,o,exc
Ses04F_impro07_M028,That's awesome.,o,exc
Ses04F_impro07_F028,I know.  We should have a party.,ag,exc
Ses04F_impro07_M029,We should have a party.,s,xxx
Ses04F_impro07_F029,An I got accepted to U.S.C. party.,s,exc
Ses04F_impro07_M030,You got accepted-what?  to a U.S.C. party?,q,xxx
Ses04F_impro07_F030,No.  An I got accepted to U.S.C. party. [LAUGHTER],ans,exc
Ses04F_impro07_M031,"Oh, that's right. Okay, I see. Right, right, right.",ag,neu
Ses04F_impro07_M032,A party celebrating your acceptance.,s,neu
Ses04F_impro07_F031,Right.  Now you're with me.,ag,exc
Ses04F_impro07_M033,That's cool.,o,neu
Ses04F_impro07_F032,That is why I got accepted.,o,exc
Ses04F_impro07_M034,"Well, that's really cool that you're going to be staying in the same city and everything. so umm",o,exc
Ses04F_impro07_F033,I know.,ag,exc
Ses04F_impro07_M035,"I don't know are you, like, I don't know.  Are you, like, available or anything?",q,neu
Ses04F_impro07_F034,[LAUGHTER] Are you asking me on a date?,q,xxx
Ses04F_impro07_M036,"Well I mean I don't know.  It's like you know I kind of had a crush on you throughout high school and, like",ans,exc
Ses04F_impro07_M037,"I don't know I just thought that, you know, maybe we could, you know, I don't know.  It's like, you know, just test the waters anyway.  I don't see what the problem is.",o,exc
Ses04F_impro07_F035,What- what did you have in mind?,q,exc
Ses04F_impro07_M038,"Movies- movie, we'll go to a movie and a dinner and- and",ans,exc
Ses04F_impro07_M039,"actually, you know, there's this- there's this really cool restaurant, um, I don't know if you-  it's Red Lobster.  It's like down on",s,exc
Ses04F_impro07_F036,[LAUGHTER],oth,exc
Ses04F_impro07_M040,Vermont.,s,exc
Ses04F_impro07_F037,You just did not ask me on a date to Red Lobster.,s,xxx
Ses04F_impro07_M041,"Wait, you've been there before?",q,exc
Ses04F_impro07_F038,On occasion I've heard of it.,ans,exc
Ses04F_impro07_M042,"Oh, so well then you know that it's awesome.",q,exc
Ses04F_impro07_F039,Yeah.  Totally.,ans,exc
Ses04F_impro07_M043,"Right, so we'll go there and then- and then we'll get some ice cream and maybe we'll go putt-putt golfing.",s,exc
Ses04F_impro07_F040,I am totally down with the ice cream.,o,exc
Ses04F_impro07_M044,Okay.  Putt-putt golfing?,q,neu
Ses04F_impro07_F041,"Eh, we can work that part out.",ans,exc
Ses04F_impro07_M045,"Yeah, you want to go.  No, you want to go. You want to go.",o,exc
Ses04F_impro07_F042,Alright.,ag,exc
Ses04F_impro07_M046,I can see it in your eyes.  You want to go.,o,exc
Ses04F_impro07_F043,I think that'd be really fun actually.,o,xxx
Ses04F_impro07_M047,Yeah.  So we'll do that and then- and then- and then tomorrow we'll have your,s,xxx
Ses04F_impro07_F044,party.,s,exc
Ses04F_impro07_M048,your I got into U.S.C. graduate party. Yeah.,s,xxx
Ses04F_impro07_F045,Well look at that.  What a great day.  I got into college and I got asked out on a date.,s,xxx
Ses04F_impro07_M049,Good. Alright we're so happy.,o,exc
Ses04F_impro07_F046,Yay for me.,s,xxx
Ses04F_impro07_M050,"That's right.  Um, so U.S.C. is a really nice school.",s,exc
Ses04F_impro07_F047,I know.,ag,exc
Ses04F_impro07_M051,Are you going to take out loans or-,q,neu
Ses04F_impro07_F048,Okay well that's not a happy part.  We don't want to talk about that.,ans,exc
Ses04F_impro07_M052,"Well hey, it's okay, fine, gees.",o,xxx
Ses04F_impro07_F049,"Well no.  I mean I have some scholarships and some financial aid and stuff but I'll have to, you know, I'll get a job",s,exc
Ses04F_impro07_F050,while I'm in school.  It'll be good.,s,exc
Ses04F_impro07_M053,Sweet.,o,xxx
Ses04F_impro07_F051,Yeah.  It will work out.  Maybe I could work at Red Lobster.,o,exc
Ses04F_impro07_M054,"Well, it's not far.",s,xxx
Ses04F_impro07_F052,I know.  Right down the street.,ag,exc
Ses04F_impro07_M055,"That's right.  There's lots of like, there's lots of doughnut shops, like, everywhere.",s,xxx
Ses04F_impro07_F053,"Right, there's always that option. The doughnut thing.",ag,xxx
Ses04F_impro07_M056,I mean There's pretty much doughnut shops everywhere in LA.,s,xxx
Ses04F_impro07_F054,Right,ag,xxx
Ses04F_impro07_M057,"But, um-",b,neu
Ses04F_impro07_F055,and like most places really.,o,xxx
Ses04F_impro07_M058,"I mean, like, I don't know.  I'm just saying if you need to make some extra cash.  You can, you know",s,neu
Ses04F_impro07_F056,Work at a doughnut shop.,s,xxx
Ses04F_impro07_M059,Or library.,o,neu
Ses04F_impro07_F057,"Maybe on campus, I hear they have jobs on campus.",o,xxx
Ses04F_impro07_M060,I just said the library,s,neu
Ses04F_impro07_M061,"or, um, campus cruiser.  You can drive people around.",o,neu
Ses04F_impro07_F058,Excellent.  Drive drunk people around because you know that's all campus cruisers for.,o,exc
Ses04F_impro07_M062,Right or you can run for student counsel.,o,neu
Ses04F_impro07_F059,"Okay.  No, that's dorky.",dag,exc
Ses04F_impro07_M063,Dorky?,q,neu
Ses04F_impro07_F060,Yeah.,ans,exc
Ses04F_impro07_M064,It's important.,o,neu
Ses04F_impro07_F061,Student counsel?,q,exc
Ses04F_impro07_M065,Yes.,ans,xxx
Ses04F_impro07_F062,"No, it's dorky.",dag,exc
Ses04F_impro07_M066,Fine.  It's dorky.,ag,neu
Ses04F_impro07_F063,Social life.  Hello.,s,exc
Ses04F_impro07_M067,But that'll fit you  because you're a dork.,o,neu
Ses04F_impro07_F064,[LAUGHTER].,oth,exc
Ses04F_impro07_M068,[LAUGHTER].,oth,xxx
Ses04F_impro07_M069,[LAUGHTER].,oth,xxx
Ses04F_impro07_F065,[LAUGHTER].,oth,exc
Ses04F_impro07_M070,I dork.,s,exc
Ses04F_impro07_F066,"No.  But I'm thinking I might, you know, like audition for a play or something.  I don't really want to do the sorority thing.  I'm not really feeling that vibe with the",o,exc
Ses04F_impro07_M071,"Yeah, you don't want to do the sorority thing because you'll probably get used and abused by",o,neu
Ses04F_impro07_F067,ditsy valley girls and,o,xxx
Ses04F_impro07_F068,lots of money and,o,xxx
Ses04F_impro07_M072,lots of drunk frat boys,o,neu
Ses04F_impro07_F069,Right.,ag,xxx
Ses04F_impro07_M073,Yeah.,ag,neu
Ses04F_impro07_M074,"But, hey. They have- they have- they have free, uh",s,xxx
Ses04F_impro07_F070,What have you heard about the Greek system?,q,exc
Ses04F_impro07_M075,free buffets and free events.,s,xxx
Ses04F_impro07_F071,Free nothing. 'Cause you have to pay tons of money anyway.,dag,xxx
Ses04F_impro07_M076,"I mean it's not really free because you have to pay for it, but yeah.",o,neu
Ses04F_impro07_M077,Well do you think you're going to live on campus or off campus your first year?,q,neu
Ses04F_impro07_F072,"I think I'll live on campus the first year cause you  meet more people that way, right?",ans,xxx
Ses04F_impro07_M078,"Oh, yeah? In a dorm?",q,xxx
Ses04F_impro07_F073,"Well, yeah.  I mean that's where you meet people, right.  Everybody lives in the dorms, right.",ans,xxx
Ses04F_impro07_M079,"I hate to break this to you but you meet people by being cool, so-",o,neu
Ses04F_impro07_F074,"Oh, oh, I'm sorry, my bad.  I'll have to, like, sign up for summer lessons from you before I go.  You can teach me how to be cool before I go to college.",o,exc
Ses04F_impro07_M080,"No, no, no.  You're right though.  I mean, you know, dorms are definitely the way to meet people.  I know that I was in an apartment off campus",ag,neu
Ses04F_impro07_M081,"and I mean, you know, I knew my roommates and stuff but I there wasn't really that sense of community-",s,xxx
Ses04F_impro07_F075,Right.,ag,xxx
Ses04F_impro07_M082,"that happened, you know, that was going on.",s,neu
Ses04F_impro07_F076,So basically what you're saying is that I was right,q,xxx
Ses04F_impro07_M083,I was just joking.  Gosh.  You don't have to take everything so- so seriously.,ans,xxx
Ses04F_impro07_F077,"I'm- I'm right, right.",q,xxx
Ses04F_impro07_M084,"Yes, you're right.",ans,xxx
Ses04F_impro07_F078,That's what you're saying. I'm right. [LAUGHTER],s,exc
Ses04F_impro07_M085,All hail to the,s,xxx
Ses04F_impro07_F079,me.,s,exc
Ses04F_impro07_M086,"to you, yes.",ag,xxx
Ses04F_impro08_F004,"Sir, can- can you tell me which branch you went to.  We can start there.",q,neu
Ses04F_impro08_M006,"Yeah, Beverley Hills.",ans,xxx
Ses04F_impro08_F005,"Okay.  Um, and what was the complaint?",q,neu
Ses04F_impro08_M007,The food was prepared incorrectly.,ans,fru
Ses04F_impro08_M008,I asked for no tomatoes.,s,fru
Ses04F_impro08_F006,"Can you be a little more specific, sir?",q,neu
Ses04F_impro08_M009,"I asked for no tomatoes on six tacos.  I got tomatoes and onions on all of them,",ans,xxx
Ses04F_impro08_M010,"Um, hairs were found in three out of the six.",s,xxx
Ses04F_impro08_F007,"Did you try to take them back and get your order fixed, sir?",q,fru
Ses04F_impro08_M011,"Yeah.  I did and they're like you've got to take it up with corporate, and I'm like well fine.  I'll have your ass by the end of the day and so now I'm trying to do that.",ans,xxx
Ses04F_impro08_F008,"Well I'm very sorry, sir.  They should have dealt with it at that particular branch.  I apologize for that, uh, but we can help you.  That's no worries.  We can take care of that.  So how much did you need to be refunded?",ap,neu
Ses04F_impro08_M012,"It was a hundred a sixty dollars.  I'm sorry, uh, sixteen dollars.",s,neu
Ses04F_impro08_F009,"Okay.  Um, I'm going to go ahead and transfer you over to another department.  They'll need your address.",s,neu
Ses04F_impro08_M013,"Look, I don't want to be transferred over to another- All I want to do is just give you my name and address so you can send me a check.",dag,ang
Ses04F_impro08_M014,"Okay.  You understand that's all I want. Just don't give me a problem with this.  Okay, please because I'm very sensitive right now",s,ang
Ses04F_impro08_M015,"and if I get sent to another operator, I'll have to tell them the same damn story again.  I don't- I think I'm just going to lose my mind.  So if you could please just not do that, that would be great.  Thank you.",o,ang
Ses04F_impro08_F010,"I understand, sir.  I will explain to them what the situa-",s,fru
Ses04F_impro08_M016,You don't understand because you've never gone to Del Taco and gotten the service that I've gotten.  You don't understand.,dag,ang
Ses04F_impro08_F011,You're right sir.  It is your particular situation but I will call the other operator.  I will explain to them what's going on. You won't have to tell your story again.,s,xxx
Ses04F_impro08_M017,You're not going to call the other operator. You're not going to call the the other operator.,s,ang
Ses04F_impro08_M018,You're going to fill out a form on your desk,s,ang
Ses04F_impro08_M019,because I know you're at a desk right now in your stupid corporate building and you're going to send me a check for sixteen dollars and forty two cents.,s,ang
Ses04F_impro08_F012,"Okay, sir.  They- they have to-",s,fru
Ses04F_impro08_F013,Sir.,b,fru
Ses04F_impro08_F014,"Sir, they have to take down your address at the other station.  I will transfer.  I will explain everything to them.  It will all be fine.  I promise.",s,fru
Ses04F_impro08_M020,What's your name?,q,fru
Ses04F_impro08_F015,Cindy?,ans,fru
Ses04F_impro08_M021,Cinnee?,q,xxx
Ses04F_impro08_F016,Cindy.,ans,xxx
Ses04F_impro08_M022,Cindy?  Cindy what?,q,ang
Ses04F_impro08_F017,"Sir, I don't think my name is really relevant-",ans,fru
Ses04F_impro08_M023,"Cindy, look.  If you don't get your ass a piece of paper that has a check",s,ang
Ses04F_impro08_M024,"attached to it and you don't send it to me, I'm going to get very upset.",o,ang
Ses04F_impro08_F018,"Alright, sir. Sir.  I'm going to transfer you to the address.",s,fru
Ses04F_impro08_F019,"Alright.  You know what, sir.  The customer is always right.",ag,fru
Ses04F_impro08_M025,"You know what.  I- You know what? You know what? No, it's fine. it's fine it's fine You know what?",s,fru
Ses04F_impro08_F020,I will go ahead and I will take- I will take,s,fru
Ses04F_impro08_M026,"Hey, Cindy. Cindy, look I know this is not your fault.  Do whatever you want.",s,fru
Ses04F_impro08_M027,Send me to whatever operator. I just- You know what?  I'm just done.  I'm just done.  I've lost all hope.,o,fru
Ses04F_impro08_F021,"Sir, customer satisfaction is our first goal.  I will go ahead and take your number and your address down myself.",s,xxx
Ses04F_impro08_M028,"of getting my sixteen dollars back. It fine, no honestly.",o,fru
Ses04F_impro08_M029,"No, Cindy just don't even-look don't even.  Cuz I- look Cindy I know you don't care about me, okay.  I know that I'm just like another person who calls-",s,fru
Ses04F_impro08_F022,Wait. But I-,c,xxx
Ses04F_impro08_F023,But I'm giving you what you want.,s,ang
Ses04F_impro08_M030,No it doesn't matter.  It's fine.  It's fine.  Just send me to the next operator.  That's fine.,s,fru
Ses04F_impro08_F024,"Okay.  If that's what you want, you want to go to the next person?",q,fru
Ses04F_impro08_M031,Yes.,ans,xxx
Ses04F_impro08_F025,Okay.  Great.,a,fru
Ses04F_script01_1_F000,What's he going to say?  Maybe we should tell him before he sees it.,o,xxx
Ses04F_script01_1_M000,He saw it.,s,neu
Ses04F_script01_1_F002,When?,q,xxx
Ses04F_script01_1_M002,About four this morning.  I heard it cracking and I woke up and looked out.  He was standing right there when it cracked.,ans,xxx
Ses04F_script01_1_F004,Did you talk to him?,q,sad
Ses04F_script01_1_M004,"No, I figured the best thing was to leave him alone.",ans,sad
Ses04F_script01_1_F006,What was he doing out here at that hour?  He's dreaming about him again.  He's walking around at night.,o,fru
Ses04F_script01_1_M006,I guess he is.,ag,xxx
Ses04F_script01_1_M007,"I don't know the meaning of this, mom.  But I know one thing you made a terrible mistake with dad.",ans,fru
Ses04F_script01_1_F009,What?,q,sur
Ses04F_script01_1_M008,"Being dishonest with him, that kind of thing always pays off and now it's paying off.",ans,fru
Ses04F_script01_1_F010,What do you mean dishonest?,q,xxx
Ses04F_script01_1_M009,You know that Larry's not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,q,ang
Ses04F_script01_1_F011,"What do you want to do, argue with him?",q,ang
Ses04F_script01_1_M010,I don't want to argue with him but it's time that he realizes that Larry's not coming back anymore.,ans,ang
Ses04F_script01_1_M011,"Why shouldn't he dream of him?  Walk the nights waiting for him?  Do we contradict him?  Do we say straight out that we have no hope anymore, that we haven't had any hope for years now?",q,xxx
Ses04F_script01_1_F012,You can't say that to him.,ans,ang
Ses04F_script01_1_M012,We've got to say it to him.,c,ang
Ses04F_script01_1_F013,How are you going to prove it?  Can you prove it?,q,ang
Ses04F_script01_1_M013,For God's sake three years.  Nobody comes back after three years.  It's insane.,ans,ang
Ses04F_script01_1_F014,To you it is and to me but not to him.  You can talk yourself blue in the face but there's no body and no grave so where are you?,q,ang
Ses04F_script01_1_M014,Sit down mom.  I want to talk to you.,c,fru
Ses04F_script01_1_F015,The trouble is the goddamn newspapers.  Every month some boy turns up from nowhere so the next one is going to be Larry.,s,ang
Ses04F_script01_1_M015,"Alright, alright, alright.  Listen. You know why I asked Annie here don't you?",q,fru
Ses04F_script01_1_F016,Why?,q,xxx
Ses04F_script01_1_M016,You know why.,ans,neu
Ses04F_script01_1_F017,Well I got an idea but what's the story?,q,xxx
Ses04F_script01_1_M017,I'm going to ask her to marry me.,ans,neu
Ses04F_script01_1_F018,"Well that's only your business, Chris.",o,neu
Ses04F_script01_1_M018,You know it's not only my business.,dag,fru
Ses04F_script01_1_F019,What do you want me to do?  You're old enough to know your own mind.,o,ang
Ses04F_script01_1_M019,Then it's alright.  I'll go ahead with it.,s,fru
Ses04F_script01_1_F020,Well you want to make sure that father isn't going to-,s,xxx
Ses04F_script01_1_M020,Then it isn't just my business.,s,ang
Ses04F_script01_1_F021,I'm just saying.,s,fru
Ses04F_script01_1_M021,Sometimes you infuriate me.  You know that?  Isn't it your business too if I tell this to father and he throws a fit about it.,o,ang
Ses04F_script01_1_M022,Sometimes you have a- Sometimes you have a talent for ignoring things.,o,ang
Ses04F_script01_1_F022,I ignore what I got to ignore. The girl is Larry's girl.,s,ang
Ses04F_script01_1_M023,She's not Larry's girl.,dag,fru
Ses04F_script01_1_F023,"From father's point of view, he's not dead and you have no right to take his girl.",s,ang
Ses04F_script01_1_F024,"Now you can go on from there and you know where to go, but I'm telling you I don't know where to go.  See I don't know.  Now what can I do for you?",q,ang
Ses04F_script01_1_M024,"I don't know why it is but every time I reach out for something I want, I have to pull back because other people will suffer. My whole bloody life time after time after time.",o,fru
Ses04F_script01_1_F025,You're a considerate fellow.  There's nothing wrong in that.,o,neu
Ses04F_script01_1_M025,To hell with that.,dag,ang
Ses04F_script01_1_F026,Did you ask Annie yet?,q,xxx
Ses04F_script01_1_M026,I wanted to get this settled first.,ans,sad
Ses04F_script01_1_F027,How do you know she'll marry you?  Maybe she feels the same way father does.,q,fru
Ses04F_script01_1_M027,"Well if she does, then that's the end of it.  From her letters, I think she's forgotten him.  I'll find out.",ans,fru
Ses04F_script01_1_M028,"and then we'll thrash it out with dad, right mom.  Don't avoid me.",c,ang
Ses04F_script01_1_F028,The trouble is you don't see enough women.  You never did.,o,fru
Ses04F_script01_1_M029,So what I'm not fast with women.,ag,ang
Ses04F_script01_1_F029,I don't see why it has to be Annie.,s,ang
Ses04F_script01_1_M030,Because it is.,s,ang
Ses04F_script01_1_F030,Well that's a good answer but it don't answer anything.  You haven't seen her since you went to war.  It's been five years.,s,ang
Ses04F_script01_1_M031,I can't help it.  I know her best.  I was brought up next door to her.,s,xxx
Ses04F_script01_1_M032,"These years when I think of someone for my wife, I think of Annie.  What do you want, a diagram?",q,sad
Ses04F_script01_1_F031,"I don't want a diagram.  He thinks he's coming back, Chris.",ans,fru
Ses04F_script01_1_F032,You marry that girl.  You're pronouncing him dead.  Now what happens to your father?  Do you know because I don't?,q,ang
Ses04F_script01_1_M033,Alright then mom.,a,xxx
Ses04F_script01_1_F033,Just give it some more thought.,c,xxx
Ses04F_script01_1_M034,"I've given it three years of thought.  I hoped that if I waited, dad would forget about Larry",s,ang
Ses04F_script01_1_M035,"and everything would be happy and we would have a regular wedding.  But if that can't happen here, then I'll have to get out.",s,fru
Ses04F_script01_1_F034,What the hell is this?,q,xxx
Ses04F_script01_1_M036,"I'll get out.  I'll get married and live someplace else, maybe New York.",ans,xxx
Ses04F_script01_1_F035,Are you crazy?,q,ang
Ses04F_script01_1_M037,I've been a good son too long.  A good sucker I'm through with it.,ans,xxx
Ses04F_script01_1_F036,You've got a business here.  What the hell is this?,q,ang
Ses04F_script01_1_M038,"The business, the business doesn't inspire me.",ans,ang
Ses04F_script01_1_F037,Must you be inspired?,q,ang
Ses04F_script01_1_M039,"Yes, I like it an hour a day.  If I have to grub for money all day long, at least at evening I want it beautiful.",ans,fru
Ses04F_script01_1_M040,I want- I want a family.  I want some kids.  I want to build something I give myself to.  Annie is in the middle of that.  Now where do I find it?,s,fru
Ses04F_script01_1_F038,You mean-tell me something you mean you'd really leave the business?,q,fru
Ses04F_script01_1_M041,Yes on this I would.,ans,xxx
Ses04F_script01_1_F039,Well you don't want to think that way.,o,xxx
Ses04F_script01_1_M042,Then you help me stay here.,c,fru
Ses04F_script01_1_F040,Alright but don't think that way,s,ang
Ses04F_script01_1_F041,"because what the hell did we work for?  This whole shooting match is just for you, Chris.",s,ang
Ses04F_script01_1_M043,I know.  Just you help me stay here.,ag,fru
Ses04F_script01_1_F042,But don't think that way.  You hear me?,q,ang
Ses04F_script01_1_M044,I am thinking that way.,ans,xxx
Ses04F_script01_1_F043,I don't understand you do I?,q,xxx
Ses04F_script01_1_M045,No.  I'm a pretty tough guy.,ans,xxx
Ses04F_script01_1_F044,Yeah.  I can see that.,s,ang
Ses04F_script01_2_F000,Why did he invite her?,q,ang
Ses04F_script01_2_M000,Why does that bother you?,q,neu
Ses04F_script01_2_F001,It's been three years.  Why all of a sudden?,q,ang
Ses04F_script01_2_M001,Well maybe- maybe he just wanted to see her again.,ans,neu
Ses04F_script01_2_M003,Don't look at me like that.  He didn't tell me anymore than he told you.,c,xxx
Ses04F_script01_2_F003,She's not going to marry him.,c,xxx
Ses04F_script01_2_M004,How do you know he's even thinking about it?,q,neu
Ses04F_script01_2_F004,It's got that about it.,ans,xxx
Ses04F_script01_2_M006,Listen kid.,c,fru
Ses04F_script01_2_F006,"No, line.",dag,ang
Ses04F_script01_2_M007,"Uh, Then why is she still-she's not his girl, Joe",o,neu
Ses04F_script01_2_F007,"She's not his girl, Joe.  She knows she's not.",o,ang
Ses04F_script01_2_F009,Probably a hundred people told her she's foolish but she's waited.,ans,ang
Ses04F_script01_2_M009,How do you know why she waited?,q,fru
Ses04F_script01_2_F010,Because she knows what I know that's why.  She's faithful as a rock.,ans,ang
Ses04F_script01_2_F011,"In my worst moments, I think of her waiting and I know again that I'm right.",o,fru
Ses04F_script01_2_M010,Look it's a nice day.  What are we arguing for?,q,fru
Ses04F_script01_2_F012,"Nobody in this house dares take her faith away, Joe.  Strangers might but not his father, not his brother.",o,fru
Ses04F_script01_2_M011,What do you want me to do?,q,fru
Ses04F_script01_2_F013,"I want you to act like he's coming back, both of you.  Don't think I haven't noticed you since he invited her.  I won't stand for any nonsense.",ans,xxx
Ses04F_script01_2_M012,But Kate-,b,fru
Ses04F_script01_2_F014,"Because if he's not coming back, I'll kill myself.",o,fru
Ses04F_script01_2_F015,"Laugh, laugh at me, but why did that happen the very night she came back?",s,xxx
Ses04F_script01_2_F016,"She goes to sleep in his room and his memorial breaks in pieces.  Look, look at it.  Joe-",s,ang
Ses04F_script01_2_M013,Calm yourself.,c,fru
Ses04F_script01_2_F017,"Believe with me, Joe.  I can't stand alone.",s,fru
Ses04F_script01_2_M014,Calm yourself.,c,fru
Ses04F_script01_2_F018,Just last week a man showed up in Detroit missing longer than Larry.  You read it yourself.,s,fru
Ses04F_script01_2_M015,Alright.  Alright.  Calm yourself.,c,fru
Ses04F_script01_2_F019,You above all have got to believe.  You.,c,fru
Ses04F_script01_2_M016,Why me above all?,q,fru
Ses04F_script01_2_F020,Just don't stop believing.,ans,fru
Ses04F_script01_2_M017,"What does that mean, me above all?  Look at you.  You're shaking.",s,ang
Ses04F_script01_2_F021,I can't help it.,o,fru
Ses04F_script01_2_M018,What have I got to hide?  What the hell is matter with you Kate?,q,fru
Ses04F_script01_3_F000,You're the only one I know who loves his parents.,s,xxx
Ses04F_script01_3_M000,I know it went out of style didn't it?,q,xxx
Ses04F_script01_3_F001,It's okay.  It's a good thing.,ans,xxx
Ses04F_script01_3_F002,You know it's lovely here.  The air is sweet.,o,xxx
Ses04F_script01_3_M001,You're not sorry you came.,q,xxx
Ses04F_script01_3_F003,"Not sorry, no but I'm not staying.",ans,xxx
Ses04F_script01_3_M003,Well.,b,xxx
Ses04F_script01_3_F005,You saw that and you- you've been kind of-,s,xxx
Ses04F_script01_3_M004,What?,q,ang
Ses04F_script01_3_F006,Well kind of embarrassed ever since I got here.,ans,xxx
Ses04F_script01_3_M005,The trouble is I planned on sneaking up on you over a period of a week or so but they take it for granted that we're all set.,s,xxx
Ses04F_script01_3_F007,"I knew they would, your mother anyway.",ag,xxx
Ses04F_script01_3_M007,Wouldn't you want to?,q,xxx
Ses04F_script01_3_M008,I guess you know this is why I asked you to come.,o,neu
Ses04F_script01_3_F009,I guess this is why I came.,o,hap
Ses04F_script01_3_M009,"Ann, I love you.  I love you a great deal.  I love you.",o,hap
Ses04F_script01_3_M010,I have no imagination that's all I know to tell you.,s,hap
Ses04F_script01_3_M011,I'm embarrassing you.  I didn't want to tell it to you here.  I,s,hap
Ses04F_script01_3_M012,"wanted some place we'd never been, a place where we'd be brand new to each other.",o,xxx
Ses04F_script01_3_M013,"You think this is wrong, this chair, this yard.  I want you to be ready for me.  I don't want to win you away from anything.",o,xxx
Ses04F_script01_3_F010,"Chris, I've been ready a long, long time.",s,hap
Ses04F_script01_3_M014,And he's gone forever.  You're sure?,q,neu
Ses04F_script01_3_F011,I almost got married two years ago.,ans,xxx
Ses04F_script01_3_M015,Why didn't you?,q,xxx
Ses04F_script01_3_F012,You started to write me.,ans,hap
Ses04F_script01_3_M016,You felt something that far back?,q,xxx
Ses04F_script01_3_F013,Every day since.,ans,hap
Ses04F_script01_3_M017,"Ann, why didn't you let me know?",q,xxx
