TURN,UTTERANCE,DA,EMOTION
Ses01F_script01_1_F009,What do you want to do?  Argue with him?,q,fru
Ses01F_script01_1_M008,I don't want to argue but it's time he realized that nobody believes Larry is alive.,ans,fru
Ses01F_script01_1_M009,"You know?  Why shouldn't he walk the nights thinking of him, dreaming of him?   Do we contradict him?  Do we say, we don't have any hope anymore?  That we haven't had any hope for years now?",o,fru
Ses01F_script01_1_F010,You can't say that to him.,c,fru
Ses01F_script01_1_M010,We've got to say it to him.,dag,neu
Ses01F_script01_1_F011,Where's the proof?  Do you have any proof?,q,fru
Ses01F_script01_1_M011,"For God's sake, three years?  Nobody comes back after three years; that's insane.",ans,fru
Ses01F_script01_1_F012,"To you it is, to me it is, but to your father, you can talk yourself until you are blue in the face.  But there is no grave and there is no body, so where are you?",o,fru
Ses01F_script01_1_M012,"Sit down, Mom.  I want to talk to you.",c,neu
Ses01F_script01_1_F013,"It's that the trouble is those God damn newspapers.  Every month some new boy comes back and so the next one is going to be Larry, they just--",s,xxx
Ses01F_script01_1_M013,"All right, all right, all right.  You know why I asked Annie here, right?",q,fru
Ses01F_script01_1_F014,Why?,q,fru
Ses01F_script01_1_M014,You know.,ans,neu
Ses01F_script01_1_F015,"Well I got an idea, but what's your story?",q,neu
Ses01F_script01_1_M015,I'm going to ask her to marry me.,ans,neu
Ses01F_script01_1_F016,"Well that's only your business, Chris.",o,xxx
Ses01F_script01_1_M016,You know it's not just my business.,dag,neu
Ses01F_script01_1_F017,Well what do you want me to do?  You're old enough to know your own mind.,o,xxx
Ses01F_script01_1_M017,"So all right then, I'll just go ahead with it?",s,neu
Ses01F_script01_1_F018,Well you want to make sure that your father is not going to --,s,xxx
Ses01F_script01_1_M018,Then it's not just my business.,o,fru
Ses01F_script01_1_F019,I'm just saying.,s,xxx
Ses01F_script01_1_M019,"You know sometimes you infuriate me.  you know that?  Isn't it your business if I tell father and he throws a fit about it?  God, you have such a talent for ignoring things.",o,ang
Ses01F_script01_1_F020,Oh.  I ignore what I got to ignore.  That girl is Larry's girl.,s,xxx
Ses01F_script01_1_M020,She's not Larry's girl.,dag,fru
Ses01F_script01_1_F021,"From your father's point of view, he is not dead and- Chris he still thinks he's still alive.  The girl is Larry's girl.",s,fru
Ses01F_script01_1_F022,"Now you can go on from there if you know where to go, but I'm telling you, I don't know where to go.",s,fru
Ses01F_script01_1_M021,"I don't know why it is, but every time I reach out for something I have to pull back because I am afraid other people will suffer. My whole bloody life, time after time.",o,fru
Ses01F_script01_1_F023,"You're a considerate fellow, there's nothing wrong in that.",o,fru
Ses01F_script01_1_M022,To hell with that.,o,fru
Ses01F_script01_1_F024,I just don't see why.  Have you asked Annie yet?,q,fru
Ses01F_script01_1_M023,I wanted to get this settled first.,ans,neu
Ses01F_script01_1_F025,Well how do you know she's going to marry you?  Maybe she feels the same way your father does.,q,fru
Ses01F_script01_1_M024,"Well if she does, then that's it.  That's the end of it.  From her letters, though, I think she's pretty much forgotten him.",ans,neu
Ses01F_script01_1_M025,And then we'll thrash it out with father.  Okay Mom?  Don't avoid me.,c,neu
Ses01F_script01_1_F026,The trouble is you don't see enough women.  You never did.,o,fru
Ses01F_script01_1_M026,So what.  I'm not fast with women.,o,fru
Ses01F_script01_1_F027,Why does it have to be Annie?,q,fru
Ses01F_script01_1_M027,Because it is.,ans,fru
Ses01F_script01_1_F028,Oh that's a great reason.  It's no reason at all.,dag,fru
Ses01F_script01_1_M028,I don't know.,s,fru
Ses01F_script01_1_F029,"You haven't seen her since you went away to war, it's been five years.",s,fru
Ses01F_script01_1_M029,"I can't help it, I know her best.  I was brought up next door to her, you know?  These years when I think of someone for my wife, I think of Annie.",s,fru
Ses01F_script01_1_M030,"Mom, what do you want?  A diagram?",q,fru
Ses01F_script01_1_F030,I don't want a diagram.,ans,fru
Ses01F_script01_1_F031,He thinks he's coming back Chris.,s,fru
Ses01F_script01_1_F032,"You marry that girl, you are pronouncing him dead...",s,fru
Ses01F_script01_1_F033,...and then what's that going to do to your father?  Do you know?  I don't.,s,fru
Ses01F_script01_1_M031,"All right, then, Mom. [BREATHING]",ag,fru
Ses01F_script01_1_F034,Just give it some more thought.,c,neu
Ses01F_script01_1_M032,"I've given it three years of thought.  And I'd hope that if I waited, father would forget about Larry and then we could just have a regular wedding and everyone would be happy.",o,fru
Ses01F_script01_1_M033,"But if I can't do that here, I may have to go somewhere else.",s,fru
Ses01F_script01_1_F035,What the hell is this?,q,ang
Ses01F_script01_1_M034,"I'll get out.  I'll get married and I'll move somewhere else, maybe New York.",s,neu
Ses01F_script01_1_F036,Are you crazy?,q,xxx
Ses01F_script01_1_M035,"I've been a good son for too long, a good sucker.",o,fru
Ses01F_script01_1_F037,You have a business here.  What the hell is this?,q,ang
Ses01F_script01_1_M036,The business?  The business doesn't inspire me.,ans,fru
Ses01F_script01_1_F038,Oh.  Must you be inspired?,q,ang
Ses01F_script01_1_M037,"Yes.  I like it for an hour a day.  I don't care if I have to grub for money all day long, when I come home I want it happy.",ans,fru
Ses01F_script01_1_M038,"I want some kids, I want a family, I want somebody that I can give myself to and Annie is in the center of that.  Now it's just where to find it.",o,fru
Ses01F_script01_1_F039,You mean to tell me that you would leave the business over this?,q,fru
Ses01F_script01_1_M039,"On this, I would.",ans,neu
Ses01F_script01_1_F040,Well you don't want to think like that.,c,fru
Ses01F_script01_1_M040,Then help me stay here.,c,neu
Ses01F_script01_1_F041,"All right.  But you don't want to think like that because what the hell are we working for, Chris?  It's all for you.  This whole shooting match is for you.",s,ang
Ses01F_script01_1_M041,I know that.  Then just help me stay here.,c,fru
Ses01F_script01_1_F042,Just don't think like that.,c,ang
Ses01F_script01_1_M042,Well I am thinking like that.,s,fru
Ses01F_script01_1_F043,"I don't understand you, do I?",q,fru
Ses01F_script01_1_M043,No.  You don't.  I'm a pretty tough guy.,ans,fru
Ses01F_script01_1_F044,I can see that.,ag,fru
Ses01F_script01_2_F000,Why did he invite her here?,q,xxx
Ses01F_script01_2_M000,Why does that bother you?,q,xxx
Ses01F_script01_2_F001,"She's been in New York three and an half years, why all of a sudden?",q,xxx
Ses01F_script01_2_M001,Well maybe...maybe he just wanted to see her.,ans,neu
Ses01F_script01_2_F002,Nobody comes seven hundred miles just to see.,o,xxx
Ses01F_script01_2_M002,"What do you mean?  You know he lived next door to the girl his whole life, why wouldn't he want to see her?",q,xxx
Ses01F_script01_2_M003,[BREATHING] You don't look at me like that.  He didn't tell me anything more than he told you.,s,fru
Ses01F_script01_2_F003,He's not going to marry her.,c,ang
Ses01F_script01_2_M004,How do you know he's even thinking about it?,q,neu
Ses01F_script01_2_F004,It's got that about it.,ans,ang
Ses01F_script01_2_M005,Oh.  So what.,b,xxx
Ses01F_script01_2_F005,"What is going on here, Joe?",q,ang
Ses01F_script01_2_M006,Now listen.,c,fru
Ses01F_script01_2_F006,She is not his girl.  She knows she's not.,s,ang
Ses01F_script01_2_M007,You can't read her mind.,s,fru
Ses01F_script01_2_F007,"Then why is she still single?  New York is full of men, why is she still single?  Probably a hundred people told her she's foolish, but she waited.",q,ang
Ses01F_script01_2_M008,How do you know why she waited?,q,neu
Ses01F_script01_2_F008,"Because she knows what I know, that's why.  She's faithful as a rock.  In my darkest moments, I think of her waiting and I know that I'm right.",ans,ang
Ses01F_script01_2_M009,"Hey look, it's a nice day, huh?  Why are we arguing?",q,fru
Ses01F_script01_2_F009,"Nobody in this house dares take away her faith, Joe.  You know strangers might, but not his father, not his brother.",o,ang
Ses01F_script01_2_M010,What do you want me to do? What do you want?,q,fru
Ses01F_script01_2_F010,"I want you to-- I want you to act like he is coming back, both of you.  Don't think I haven't noticed you since Chris invited her here.",ans,ang
Ses01F_script01_2_F011,I won't stand for any nonsense.,s,ang
Ses01F_script01_2_M011,Kate.,oth,fru
Ses01F_script01_2_F012,"Because if he's not coming back, I'll kill myself.  Oh laugh, laugh all you like but why does this happen the very night he comes back.  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe, look.",o,ang
Ses01F_script01_2_M012,[BREATHING],oth,fru
Ses01F_script01_2_M013,Calm yourself.,c,fru
Ses01F_script01_2_F013,"Just believe with me, Joe. Only last week a man came back in Detroit missing longer than Larry.  Believe with me. You, above all, have got to believe. Just believe.",s,ang
Ses01F_script01_2_M014,Okay. Calm yourself.,c,fru
Ses01F_script01_2_M015,"I know. All right, all right. All right. Okay.  Calm yourself. What does that mean, me above all?",q,fru
Ses01F_script01_2_M016,"Look at you, you're shaking.",s,xxx
Ses01F_script01_2_F014,I can't help it.,s,fru
Ses01F_script01_2_M017,"What have I got to hide?  What the hell is the matter with you, Kate?",q,ang
Ses01F_script01_3_F000,You're the only one who still loves his parents.,o,neu
Ses01F_script01_3_M000,"I know.  It kind of went out of style, didn't it?",q,neu
Ses01F_script01_3_F001,It's not so bad; it's a good thing.,ans,neu
Ses01F_script01_3_F002,"[BREATHING] You know, it's lovely here.  The air is sweet.",o,neu
Ses01F_script01_3_M001,You're not sorry you came.,q,neu
Ses01F_script01_3_F003,"I'm not sorry, no. But I'm...I can't stay.",ans,neu
Ses01F_script01_3_M002,Why not?,q,xxx
Ses01F_script01_3_F004,"For one thing, your mother much as told me to go.",ans,neu
Ses01F_script01_3_M003,Well.,b,neu
Ses01F_script01_3_F005,"And then, you.  You've been kind of...",s,neu
Ses01F_script01_3_M004,What?,q,neu
Ses01F_script01_3_F006,Sort of embarrassed ever since I got here.,o,neu
Ses01F_script01_3_M005,Well I was kind of planning of sneaking up on you over the course of a week or so.  They just take it for granted that we're all set.,s,neu
Ses01F_script01_3_F007,I knew they would.,ag,neu
Ses01F_script01_3_M006,You did?,q,xxx
Ses01F_script01_3_F008,"Well sure, from your mother's point of view.  Why else would I come?",ans,neu
Ses01F_script01_3_M007,"So would you want to?  I mean, I guess you have to know that's kind of why I asked you to come?",q,xxx
Ses01F_script01_3_F009,"I, umm. I guess, I guess that's kind of why I came.",ans,neu
Ses01F_script01_3_F010,[BREATHING],oth,hap
Ses01F_script01_3_M008,"I love you. Annie, I love you.",s,hap
Ses01F_script01_3_F011,[LAUGHTER],oth,hap
Ses01F_script01_3_M009,"I don't really have any imagination, that's all I know how to say.",s,hap
Ses01F_script01_3_F012,[LAUGHTER],oth,hap
Ses01F_script01_3_M010,"Am I embarrassing you? Are you - See, I didn't want to do it here with this yard, on this porch.  I wanted it to be somewhere new, some place fresh for both of us.",o,hap
Ses01F_script01_3_F013,No. No,dag,hap
Ses01F_script01_3_M011,"You feel uncomfortable here, you feel that it's wrong here somehow.  I just...I don't...I didn't want...I didn't want to take you away from anything.",o,xxx
Ses01F_script01_3_F014,"Chris, I've been ready a long, long, time.",s,neu
Ses01F_script01_3_M012,And he's gone forever?  Are you sure?,q,xxx
Ses01F_script01_3_F015,I almost got married two years ago.,ans,neu
Ses01F_script01_3_M013,Why didn't you?,q,xxx
Ses01F_script01_3_F016,You started to write me.,ans,neu
Ses01F_script01_3_M014,You felt something that far back?,q,sur
Ses01F_script01_3_F017,Every day since.,ans,hap
Ses01F_script01_3_M015,Why didn't you let me know?,q,hap
Ses01F_script01_3_F018,"I was waiting for you, Chris.  You sure can be ambiguous, you know.  And when you did finally write me,",ans,xxx
Ses01F_script01_3_M016,Give me a...,c,hap
Ses01F_script01_3_M017,Give me a kiss.,c,hap
Ses01F_script01_3_M018,God.  I kissed you Annie.,s,xxx
Ses01F_script01_3_F019,beating around the bush.,ans,hap
Ses01F_script01_3_F020,"I will never forgive you.  All I'd done was sit around wondering if I was crazy waiting so long, wondering if you were thinking about me.",s,hap
Ses01F_script01_3_M019,"Oh Annie, we are going to live now.  I am going to make you so happy.",o,hap
Ses01F_script01_3_F021,Not like that you're not.,o,hap
Ses01F_script01_3_M020,I kissed you.,s,hap
Ses01F_script01_3_F022,"Like Larry's brother.  Do it like you, Chris.",c,neu
Ses01F_script01_3_F023,"Chris, what is it?",q,xxx
Ses01F_script01_3_M021,"Hey, let's drive some place.  Huh?  Let's get out of here.",c,sad
Ses01F_script01_3_F024,No. What is it?  Is it your mother?,q,xxx
Ses01F_script01_3_M022,No it's nothing like that. It's-,ans,sad
Ses01F_script01_3_F025,"Then what?  Chris.  Even in your letters, there was something ashamed.",q,xxx
Ses01F_script01_3_M023,Yeah.  I suppose I have been. But it's going from me.,ans,sad
Ses01F_script01_3_F026,You've got to tell me.,c,xxx
Ses01F_script01_3_M024,I don't even know how to start.,s,sad
Ses01F_script01_3_F027,It wouldn't work like this.,o,xxx
Ses01F_script01_3_M025,"It's just all mixed up with so many other things, you know?  You know overseas I was in command of a company?",q,sad
Ses01F_script01_3_F028,"Yeah, sure.",ag,neu
Ses01F_script01_3_M026,Well I lost them.,s,sad
Ses01F_script01_3_F029,How many?,q,neu
Ses01F_script01_3_M027,Pretty much all.,ans,sad
Ses01F_script01_3_F030,"Aw, geez.",b,sad
Ses01F_script01_3_M028,You can't just toss off a thing like that because they weren't just men. You know?,o,sad
Ses01F_script01_3_M029,"Like for instance, there was this one time it had been raining for several days and this kid he just came up to me and he gave me his last pair of dry socks.  He just put them in my pocket.  That's a little thing, you know, but that's what kind of guys I had.",s,sad
Ses01F_script01_3_M030,"They didn't die, they killed themselves for each other.  I mean that, exactly.  Just a little more selfish and they would all be here today.",o,sad
Ses01F_script01_3_M031,"And I had this idea as I was watching them go down.  Everything was being destroyed, you know, but this one thing was being made.  It was kind of a monument, it's kind of responsibility, man for man.",s,xxx
Ses01F_script01_3_F031,Mmhmm.,b,neu
Ses01F_script01_3_M032,"To bring that on to the earth again, you know, is like some kind of monument and I thought I would just make a difference to them.",o,sad
Ses01F_script01_3_M033,"But then I came home and it was incredible, you know?  The whole thing was just kind of this random bus accident.  You know, I went back to the rat race again, I went to work.",s,sad
Ses01F_script01_3_M034,Driving my new car and seeing a new refrigerator.,s,xxx
Ses01F_script01_3_M035,"I mean...You can't take those things out of a war. when you drive that car and you see that new refrigerator, you have to know that it came out of the love that a man can have for another man.",o,xxx
Ses01F_script01_3_M036,And I didn't want any of it. I guess that included you.,o,sad
Ses01F_script01_3_F032,Do you still feel that way?,q,xxx
Ses01F_script01_3_M037,I just want you to know Annie.,ans,neu
Ses01F_script01_3_F033,"Because you mustn't feel that way.  Everything you have, you've earned - everything.  you understand me?",q,xxx
Ses01F_script01_3_F034,"Even me.  And your money?  Chris, there's nothing wrong in your money.  Your father put hundreds of planes into the air, you should be proud of that.  A man should be paid for that.",o,xxx
Ses01F_script01_3_M038,"Annie, Annie.  I am going to make a fortune for you.",s,xxx
Ses01F_script01_3_F035,What would I do with a fortune?,q,hap
Ses01F_script02_1_M000,"What time is it?  I think it's supposed to run around midnight, right?  God, this is great, isn't it, Carla?  Look at this night we got here, huh.",a,xxx
Ses01F_script02_1_M001,"Actually I want to get a little further up the coast, get away from all like the lights and the people, but...  How are you doing?",q,xxx
Ses01F_script02_1_F000,Fine.,ans,neu
Ses01F_script02_1_M002,"Okay.  Is that, is that--",ag,exc
Ses01F_script02_1_M003,No.  That's just foam.  I don't know.  I can't tell.,s,xxx
Ses01F_script02_1_F001,[BREATHING],oth,fru
Ses01F_script02_1_M004,"I don't know, probably if you can't tell, though, it's probably not them, right?  It's probably going to be like this unmistakable thing, right?",o,xxx
Ses01F_script02_1_M005,Oh no.  you know what I forgot?,q,xxx
Ses01F_script02_1_F002,What?,q,xxx
Ses01F_script02_1_M006,"My flashlight.  God, how could I be so stupid?  I can't believe I forgot my flashlight.",ans,xxx
Ses01F_script02_1_F003,What flashlight?,q,sur
Ses01F_script02_1_M007,"The flashlight, the silver one.  There's only one, isn't there?",ans,neu
Ses01F_script02_1_F004,That's not your flashlight.,dag,neu
Ses01F_script02_1_M008,Whose is it?,q,neu
Ses01F_script02_1_F005,It's ours; it's my flashlight too.,ans,xxx
Ses01F_script02_1_M009,"Oh...well. Yeah, of course.",ag,neu
Ses01F_script02_1_F006,You keep saying my flashlight like it's just yours.,s,ang
Ses01F_script02_1_M010,No.,dag,neu
Ses01F_script02_1_F007,How's that supposed to make me feel?,q,ang
Ses01F_script02_1_M011,"Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight.",ans,neu
Ses01F_script02_1_M012,"Naturally.  God, how could we not think to bring it?  I hope the moon stays out, though.",o,fru
Ses01F_script02_1_M013,Do they always run during a full moon?  I don't remember.  Was it full last year?,q,neu
Ses01F_script02_1_F008,Yeah.,ans,neu
Ses01F_script02_1_M014,"Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket.",q,neu
Ses01F_script02_1_M015,"Aw.  Do you know, I should have brought a six pack, too.  A six pack, that would be just the ticket right about now.  Huh?",o,neu
Ses01F_script02_1_M016,"God, I'm so excited, I'm like a kid.  I can't believe I got out of the house with my fly zipped up.",o,exc
Ses01F_script02_1_F009,[LAUGHTER],oth,hap
Ses01F_script02_1_M017,I wonder if they can hear me talk or like feel the vibrations in the sand when we move around.,o,xxx
Ses01F_script02_1_F010,I'm cold.,s,sad
Ses01F_script02_1_M018,Do you want my jacket?,q,fru
Ses01F_script02_1_F011,"It's after eleven, let's go.",c,xxx
Ses01F_script02_1_M019,What?  We just got here.  What's the point of coming all the way down here if we just turn around and go home?,q,xxx
Ses01F_script02_1_F012,There is no point.,ans,xxx
Ses01F_script02_1_M020,Right.,ag,neu
Ses01F_script02_1_F013,That's my point.,s,xxx
Ses01F_script02_1_M021,"Wait, that's my point, too.",s,neu
Ses01F_script02_1_F014,"Well, then let's go.",c,fru
Ses01F_script02_1_M022,"No, no.  Okay.  That's not my point.  My point is there is no point in coming down here if we just turn around and go home.  Don't you want to see it?",q,fru
Ses01F_script02_1_F015,Not particularly.,ans,neu
Ses01F_script02_1_M023,Why not?,q,neu
Ses01F_script02_1_F016,I just don't.  It's stupid.,ans,xxx
Ses01F_script02_1_M024,"Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this.  It's just forty minutes away for us; it's too good to pass up.",o,neu
Ses01F_script02_1_F017,"Pass what up?  I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die.",s,fru
Ses01F_script02_1_M025,Yeah.  But this..this moment on the beach is like the highlight of their little lives.  All that flopping around is laying eggs or what to do - spawning or mating or whatever.,o,neu
Ses01F_script02_1_M026,This is a big night for these little guys.  It's like life's last orgy.,o,neu
Ses01F_script02_1_F018,I don't see why you're so excited; this isn't a freaking moon landing we are talking about.  It's fish.  It's a fish nobody even eats.,o,xxx
Ses01F_script02_1_M027,Yeah they do.,dag,fru
Ses01F_script02_1_F019,Oh Augie,b,fru
Ses01F_script02_1_M028,"okay... well, Whatever.  But it's a fish who do something no other fish do.  It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs.",o,xxx
Ses01F_script02_1_M029,"There's like mystery here, there's magic.  It's like a little bit of the unexplainable.  I just can't see how you're not interested.",o,neu
Ses01F_script02_1_F020,I'm just not.,s,xxx
Ses01F_script02_1_M030,For real?,q,sur
Ses01F_script02_1_F021,Yeah.,ans,fru
Ses01F_script02_1_M031,"God, I don't get it.  you know the first time we came here, you said it was the best night of your life?",s,neu
Ses01F_script02_1_M032,"And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car.",s,neu
Ses01F_script02_1_F022,"Last time, you'll also remember, we got our shoes wet, I got sand in my panties, you got a sore throat and we got into a big fight and we did not see the grunions.",s,xxx
Ses01F_script02_1_M033,Ahh...we weren't in a good spot.,s,neu
Ses01F_script02_1_F023,Hmm.  We didn't see them the year before either.,s,fru
Ses01F_script02_1_M034,"We just weren't in a good spot.  I'm telling you, this is a much better spot.  I have instincts for these things.",o,neu
Ses01F_script02_1_M035,"Look there, see?  What's that?  No, that's - that's just seaweed.",s,exc
Ses01F_script02_1_M036,"God, this is great.  Think about this.  I know you are not interested, but just think about this.",c,hap
Ses01F_script02_1_M037,"Right now out there, there is this mass of silver fish and it's heading this way.  No one sent them an invitation, no one told them, no one even gave them a map.",s,xxx
Ses01F_script02_1_M038,"Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.",s,exc
Ses01F_script02_1_M039,They are swimming right now.  They are swimming as if that is the only thing that matters to them.,o,xxx
Ses01F_script02_1_M040,It's single mindedness with no mind.  It is urgency that is just pure urge.,o,exc
Ses01F_script02_1_M041,And they are swimming right now to this very point where we stand for this huge celebration of sex and death.,s,xxx
Ses01F_script02_1_M042,"Oh look.  I'm giving myself goose bumps, my hairs are standing up on my arm.",s,xxx
Ses01F_script02_1_F024,That's the wind.,o,neu
Ses01F_script02_1_M043,So what do you think?,q,hap
Ses01F_script02_1_F025,About what?,q,neu
Ses01F_script02_1_M044,"About all of that, about all I was talking about.",ans,hap
Ses01F_script02_2_M000,"Look at this, all of the hairs are standing up on my arm.",c,exc
Ses01F_script02_2_F000,That's the wind.,o,neu
Ses01F_script02_2_M001,"Well, so, what do you think?",q,exc
Ses01F_script02_2_F001,About what?,q,neu
Ses01F_script02_2_M002,About what I was saying.,ans,neu
Ses01F_script02_2_F002,I think it's ridiculous.,o,xxx
Ses01F_script02_2_M003,It certainly is not.  It's slightly exaggerated scientific fact.,dag,xxx
Ses01F_script02_2_F003,It's PR! Somebody sold you a bunch of crap that there is this wonderful thing that is going to happen tonight on the beach.,o,xxx
Ses01F_script02_2_M004,"Not just me, look at all of these people.",s,fru
Ses01F_script02_2_F004,"Everybody's told the same story.  It keeps us coming back for more, it keeps us excited.  We keep thinking that life is going start at any minute if we can just find the right spot, get in on the action.",o,xxx
Ses01F_script02_2_M005,"Are we talking about the same thing, here?",q,xxx
Ses01F_script02_2_F005,"I'm sorry, it's just fish to me.",ap,xxx
Ses01F_script02_2_M006,"Carla, can I ask you something?  Now, don't take this the wrong way, but are you on your period?",q,neu
Ses01F_script02_2_F006,"Don't ask me that.  I hate it when you ask me that, you always ask me that.  It's insulting.",ans,ang
Ses01F_script02_2_M007,"Well then, what's bugging you?",q,fru
Ses01F_script02_2_F007,We just have different ideas of what this night is supposed to look like.,ans,fru
Ses01F_script02_2_M008,"There is nothing to it; we come down here, the fish arrive, they flop around, they do their fish thing.  We go ooh, ah, look at the fish and we go home.",s,fru
Ses01F_script02_2_F008,"For God- Grow up, Augie.  The fish are not going to arrive.",o,ang
Ses01F_script02_2_M009,Why not?,q,fru
Ses01F_script02_2_F009,Because they never do.  Have they...Have they ever?,q,ang
Ses01F_script02_2_M010,We've missed them twice.,ans,fru
Ses01F_script02_2_F010,Twice is every time we have tried; that's ever.,s,ang
Ses01F_script02_2_M011,They'll show up this time.,o,fru
Ses01F_script02_2_F011,No they won't.  It's like waiting for Santa Claus.,dag,xxx
Ses01F_script02_2_F012,I feel like my whole life is going to be spent standing on this beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up.  And the fish never show up.,s,fru
Ses01F_script02_2_M012,I thought you wanted to see it.,o,xxx
Ses01F_script02_2_F013,You don't understand anything I am saying.,dag,fru
Ses01F_script02_2_M013,No. Of course not.,ag,fru
Ses01F_script02_2_F014,"I did want to see it, I still do, I always do.  I just...",s,xxx
Ses01F_script02_2_F015,"I feel like I'm always just standing here waiting.  I feel like this night is going to be the night, but it never is.",o,sad
Ses01F_script02_2_M014,"It's just fish, it's nothing to get traumatized over.",o,fru
Ses01F_script02_2_F016,"For God's sake, this is not about fish.",dag,ang
Ses01F_script02_2_M015,Okay.  I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.,s,fru
Ses01F_script02_2_M016,"Okay.  So you were fine during that phone call from Marge and then dinner was okay.  And doing the dishes was fine and then I was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go?  And I said, sure great, let's go.",s,neu
Ses01F_script02_2_M017,"Okay.  So I am putting out the pets, getting the car out of the garage.",s,neu
Ses01F_script02_2_F017,Do you remember the first year we came here?  It was like four years after we got married.,s,neu
Ses01F_script02_2_F018,"We thought I was pregnant, we got a bottle of champagne, we had no glasses.  We took off our shoes and you asked me to dance.",s,xxx
Ses01F_script02_2_F019,"You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them.  And I remember thinking, this is it.  You know, finally, I am as happy as I'm supposed to be.",s,hap
Ses01F_script02_2_M018,"Wait a minute, I got it.",c,xxx
Ses01F_script02_2_F020,"Drinking champagne from the bottle,",s,xxx
Ses01F_script02_2_M019,"It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne.  I said no, time's a wasting or something like that.",s,neu
Ses01F_script02_2_F021,dancing barefoot in the sand.,s,fru
Ses01F_script02_2_M020,"That's what it is?  Right?  You want this to be like the other time, right?",q,fru
Ses01F_script02_2_F022,I'd rather not remember some things.  I'd rather not hope for some things.,ans,sad
Ses01F_script02_2_M021,Sure.  All right.  Okay.,ag,neu
Ses01F_script02_2_M022,"Listen, do you want to dance?",q,neu
Ses01F_script02_2_F023,No.,ans,neu
Ses01F_script02_2_M023,Do you want me to go get some champagne?,q,neu
Ses01F_script02_2_F024,No.,ans,xxx
Ses01F_script02_2_M024,Do you want to take off your shoes?,q,hap
Ses01F_script02_2_F025,"No, no. Nothing.",ans,fru
Ses01F_script02_2_M025,Then what?,q,xxx
Ses01F_script02_2_M026,Do you want to get married again?,q,hap
Ses01F_script02_2_F026,No.,ans,neu
Ses01F_script02_2_M027,What?  What?  Do you want a divorce?,q,oth
Ses01F_script02_2_M028,A vacation?,q,xxx
Ses01F_script02_2_F027,No.,ans,fru
Ses01F_script02_2_M029,Like a new carpet?  A poodle?  A back rub?  Ice cream?  A suicide pact?  What do you want?  What the hell do you want?,q,xxx
Ses01F_script02_2_F028,I just want something to turn out like I expected it to.,ans,xxx
Ses01F_script02_2_M030,"Well welcome to the human race, huh?  Do you think I had some grand fantasy going that four years down the line we would come to this beach and be arguing over fish?  No.",o,xxx
Ses01F_script02_2_F029,[BREATHING],oth,fru
Ses01F_script02_2_M031,"No I'm just like you.  I thought it was going to be all roses and peaches and the bills would just pay themselves.  And we'll have three, fat rosy cheeked children.  Huh, baby, the joke's on us.  Because you know what you get?",o,fru
Ses01F_script02_2_M032,Do you know what you get?  You get this.,s,fru
Ses01F_script02_2_F030,This? What is this?  This is nothing.  This isn't even anything.,o,fru
Ses01F_script02_2_M033,Yes it is.,dag,neu
Ses01F_script02_2_F031,Sure.  This is standing on the beach waiting.  This is fighting.,o,xxx
Ses01F_script02_2_M034,Right,ag,xxx
Ses01F_script02_2_F032,"I mean this is a lot of things, but it's just...",o,fru
Ses01F_script02_2_M035,[BREATHING],oth,fru
Ses01F_script02_2_F033,Do you understand what I am saying?,q,fru
Ses01F_script02_2_M036,I'm doing the best I can.,ans,fru
Ses01F_script02_2_F034,"I know you are Augie, I know.",ag,sad
Ses01F_script02_2_F035,"I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else.",o,sad
Ses01F_script02_2_M037,"Maybe if you were with someone else, too.",o,sad
Ses01F_script02_2_F036,I didn't say that.,dag,sad
Ses01F_script02_2_M038,I just- I know I don't make you happy.,o,sad
Ses01F_script02_2_F037,"Don't be ridiculous.  Anything that- anything I am doing, I'd rather be doing it with you.",s,sur
Ses01F_script02_2_M039,Yeah?,q,sur
Ses01F_script02_2_F038,Yeah.  Don't you know that?,q,sur
Ses01F_script02_2_F039,For Heaven's sake Augie.,s,xxx
Ses01F_script02_2_F040,"You're the one who probably wishes he was with somebody else.  Somebody who doesn't take things so seriously, who could enjoy herself.",o,sad
Ses01F_script02_2_M040,"You know, actually now that you mention it, no I don't.",s,neu
Ses01F_script02_2_F041,"So maybe we are in the wrong spot, but we are with the right person.",o,neu
Ses01F_script02_2_M041,"I don't know, it seemed like such a good spot to me.",o,fru
Ses01F_script02_2_M042,"We have a great view of the moon from here, though, huh?",s,neu
