TURN,UTTERANCE,DA,EMOTION
Ses02F_impro07_F020,"You know what I mean?  Like, it's like exactly what I want.",o,exc
Ses02F_impro07_M020,So what're you--what're you gonna do there?  Have you decided?  Thought about it?,q,xxx
Ses02F_impro07_F021,"Well, you know, I've thought about it but they have so many things that I might--Like try some things out first...",ans,exc
Ses02F_impro07_M021,"I know.  I mean, it's good all around.",ag,xxx
Ses02F_impro07_F022,"...because also on the list of their, um, like G.E.'s or whatever, you have a lot of choices within every single one.  So you can, like, try things out and not just be like, oh, I have to take math, oh, I have to take this.  You know what I mean?",s,exc
Ses02F_impro07_F023,"So, um, so I don't know.",o,exc
Ses02F_impro07_M022,[LAUGHTER],oth,xxx
Ses02F_impro07_F024,I mean I'm gonna take a bunch of stuff and see.,s,exc
Ses02F_impro07_M023,Oh man.,b,exc
Ses02F_impro07_F025,"I- They have like--they just have so many like prestigious like this school is top ten and like the departments within it, you know what I mean.",s,exc
Ses02F_impro07_M024,I always see people walking around with like U.S.C stuff on--,s,xxx
Ses02F_impro07_F026,"I know, I get to be one of those now--I'll like walk around and be like a U.S.C..  You know what I mean.",ag,exc
Ses02F_impro07_M025,You know is like.,s,xxx
Ses02F_impro07_M026,I know.,ag,xxx
Ses02F_impro07_M027,Ahh. Yeah. [GARBAGE],b,exc
Ses02F_impro07_M028,"You'll be like are you a fan or a student you know? Student. [LAUGHTER] Oh man, that's awesome.",o,exc
Ses02F_impro07_F027,And you'll be like...,b,exc
Ses02F_impro07_F028,"Student. I'm a student. Yes I am, Thank you very much.",g,exc
Ses02F_impro07_F029,[BREATHING],oth,exc
Ses02F_impro07_M029,A U.S.C. graduate now. You're set.,s,exc
Ses02F_impro07_F030,I know.  I'm excited.,ag,exc
Ses02F_impro07_F031,"Well, that'll take a while. [GARBAGE]",s,exc
Ses02F_impro07_M030,"I know, that's a ways down the road. That's cool.",ag,xxx
Ses02F_impro07_F032,That's going to be a lot of work.,s,exc
Ses02F_impro07_F033,"But, it'll be fine, I mean.  I'm so excited. It's going to be so fun.",o,exc
Ses02F_impro07_M031,In LA. Oh man.,s,xxx
Ses02F_impro07_F034,"I know, and I mean the area's not great, but like the school makes up for it. It'll be fine. It'll be good.",o,exc
Ses02F_impro07_M032,So much.,b,xxx
Ses02F_impro07_M033,"But it's LA, you know, everything.",s,xxx
Ses02F_impro07_M034,You're getting close to the beach.  I mean geez.,s,exc
Ses02F_impro07_F035,I know. I know. So fun.  I can't wait.,s,exc
Ses02F_impro07_M035,"Cool.  Well give me a call, you know when--You get in town. definitely Awesome.",c,xxx
Ses02F_impro07_F036,I will. I will. Thank you.,a,exc
Ses02F_impro07_F037,Thanks.,g,exc
Ses02F_impro08_M001,Ok.  I've- I've just been talking to this machine for the past half hour and I can't-can't get anything done.  I've been trying to book this vacation this entire time.,s,fru
Ses02F_impro08_F001,"All right, sir.",a,neu
Ses02F_impro08_M003,Okay.,b,neu
Ses02F_impro08_F003,"Um, how may I help you.  You're trying to book a specific flight?",q,neu
Ses02F_impro08_M004,"Well, yeah, I mean I heard there was like these package deals and that maybe I could get a like a hotel or something like that. and-",s,fru
Ses02F_impro08_F004,"Oh, yeah, absolutely.  You know, and especially because you've been waiting so long and I know that, um, you've been having a difficult time.",ag,neu
Ses02F_impro08_F005,"I want to definitely give you our special package today, which um is usually only for valued customers who have a record of having previous,",s,neu
Ses02F_impro08_F006,"um lots of purchases, but we're gonna go ahead and give that to you anyway. uh,  Just to make sure that you're happy with your service here.",s,neu
Ses02F_impro08_M005,You- You can do that--You can do that now? I don't have to get like transferred through or anything like that.,q,neu
Ses02F_impro08_F007,Is that all right?,q,neu
Ses02F_impro08_F008,"I can do that right now for you. No, absolutely.  I can take care of you all the way through to the end.",ans,neu
Ses02F_impro08_F009,All I'm going to need is your credit card number but just give me one moment. So-,s,neu
Ses02F_impro08_M006,[BREATHING] that's good.,a,neu
Ses02F_impro08_F010,"um, you're scheduling a flight as well--And you would like to, um, we have a highly discounted hotel rate that goes along with that so that everything is all in one deal.  You're taken care of by the time that you get there.",s,neu
Ses02F_impro08_M007,"All right.  I want to make sure it's like a nice hotel--I mean-mean I'm gonna be paying a lot of money for this so I don't wanna-I don't wanna, you know, I don't wanna to be a waste of time.",s,neu
Ses02F_impro08_F011,Absolutely. we we,ag,neu
Ses02F_impro08_F012,"Yes, I completely understand.  Actually, our-our airline only uses five star hotel and above.  Except we charge at a three star hotel rate because, as a corporation, we are able to get a deal from the hotels themselves.",s,neu
Ses02F_impro08_F013,"So, you will absolutely be in a high rated great hotel and we can make sure that it's in a area of town that you like as well.",s,neu
Ses02F_impro08_M008,Okay. So--,b,neu
Ses02F_impro08_F014,Yeah.,b,neu
Ses02F_impro08_M009,"Well, you know, we wanted to--we wanted to go to Maui and--That was a",s,neu
Ses02F_impro08_F015,Okay.,b,neu
Ses02F_impro08_M010,"--you know, the kids wanna go to the beach and stuff and so--um",s,neu
Ses02F_impro08_F016,Great.  How many seats?,q,neu
Ses02F_impro08_M011,"Well, it's gonna be four of them.",ans,neu
Ses02F_impro08_F017,Okay.  Great.  Four seats.  I'll book you for four seats.,a,neu
Ses02F_impro08_M012,All right.  And can they like all get together?,q,neu
Ses02F_impro08_F018,"Oh, yeah, absolutely.  Um- Would you like window seats or aisles?",q,neu
Ses02F_impro08_M013,"Um- You know, window is nice. I guess",ans,neu
Ses02F_impro08_F019,"Okay, I can do um- a win- -two like a window and a aisle and a window and an aisle next to each other so that each of you can sit two by two. And switch around maybe?",q,neu
Ses02F_impro08_M014,"All right, Sure.  A yeah, that- that'd be good.",ans,xxx
Ses02F_impro08_F020,Okay.  Great.  What time of the day would you like?,q,neu
Ses02F_impro08_M015,"Uh, well, yeah, I think we were just--you know, whenever best available, I guess.  You know--",ans,neu
Ses02F_impro08_F021,All right.  Great.  Well we have a very open flight that leaves at nine a.m. and fortunately uh the time change actually goes um backwards from that.,s,neu
Ses02F_impro08_F022,"So, it's a five hour flight, but you'll arrive only at eleven a clock in the morning.  So that day, you can have plenty of time to get to your hotel--Rest up and then still have a nice afternoon your first afternoon in Maui.",s,neu
Ses02F_impro08_M016,"And, like, there's there's shuttles or something that I can get to the hotel.",q,neu
Ses02F_impro08_F023,Absolutely.  That actually goes in on the same package with our hotel.  You just give me your address.  We'll come and pick up a time that allows you to get to your flight with plenty of time to spare.,ans,neu
Ses02F_impro08_F024,And a there will also be a shuttle waiting for you to take you to the appropriate hotel.,s,neu
Ses02F_impro08_M017,"Okay.  Wow.  Sounds good then, I guess.  Thank you very much. It's a lot better than talking to a machine.",o,xxx
Ses02F_impro08_F025,Yeah--I completely understand.  It's a difficult process sometimes and we want to make traveling as easy as possible.,ag,neu
Ses02F_impro08_M018,All right.  So we're confirmed then or do you--All right.,q,neu
Ses02F_impro08_F026,Absolutely. Thank you so much for calling and we hope that you will come to us again.,ans,neu
Ses02F_impro08_M019,Okay.,ag,neu
Ses02F_impro08_F027,Thank you.,g,neu
Ses02F_script01_1_F000,What's he gonna say?  Maybe we ought to tell him before he sees it.,o,xxx
Ses02F_script01_1_M000,He saw it.,s,xxx
Ses02F_script01_1_F001,"How could he see it?  I was the first one up, he was still in bed.",q,xxx
Ses02F_script01_1_M001,He was out here when it broke.,ans,xxx
Ses02F_script01_1_F002,When?,q,xxx
Ses02F_script01_1_M002,About four this morning.  I heard it cracking and I woke up and looked out. He was standing right here when it cracked.,ans,xxx
Ses02F_script01_1_F003,What was he doing out here at four in the morning?,q,xxx
Ses02F_script01_1_M003,"I don't know.  When it cracked, he ran back in the house and cried in the kitchen.",ans,xxx
Ses02F_script01_1_F004,Did you talk to him?,q,sad
Ses02F_script01_1_M004,No.  I thought it was best to leave him alone.,ans,xxx
Ses02F_script01_1_F005,He cried hard?,q,sad
Ses02F_script01_1_F006,What was he doing out here at that hour?,q,sad
Ses02F_script01_1_F007,He's dreaming about him again.  He's walking around at night.,ans,xxx
Ses02F_script01_1_F008,He's getting just like after he died.  What is the meaning of that?,q,xxx
Ses02F_script01_1_M007,"I don't know the meaning of it.  But, I know one thing Mom, we made a terrible mistake with Dad.",ans,xxx
Ses02F_script01_1_F009,What?,q,xxx
Ses02F_script01_1_M008,"Being dishonest with him.  I mean, that sort of thing always pays off and now it's paying off.",ans,xxx
Ses02F_script01_1_M009,You know that Larry's not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,q,xxx
Ses02F_script01_1_F011,What do you want to do argue with him?,q,fru
Ses02F_script01_1_M010,"No, I don't want to argue with him, but it's about time he realized that nobody believes Larry's alive anymore?",ans,xxx
Ses02F_script01_1_M011,Why shouldn't he dream of him and walk the nights waiting for him?  Do we contradict him?  Do we say straight out that we don't have any hope anymore?  That we haven't had hope for years now?,q,ang
Ses02F_script01_1_F012,You can't say that to him.,ans,fru
Ses02F_script01_1_M012,We've got to say it to him.,c,fru
Ses02F_script01_1_F013,Can you prove it?  How can you prove it?,q,fru
Ses02F_script01_1_M013,"For God sakes, it's been three years.  Nobody comes back after three years.  It's insane.",ans,ang
Ses02F_script01_1_F014,"To you it is and to me, but not to him.  I mean, you can talk yourself blue in the face, but he--there's no body and no grave so where are you?",q,fru
Ses02F_script01_1_M014,"Sit down, Mom.  I want to talk to you.",c,xxx
Ses02F_script01_1_F015,"Trouble is the God damn newspapers.  Every month or so a boy turns up out of nowhere so, you know, the next one is gonna be Larry.",s,xxx
Ses02F_script01_1_M015,All right.  All right.  Listen to me.  You know why I brought Annie here don't you?,q,fru
Ses02F_script01_1_F016,Why?,q,xxx
Ses02F_script01_1_M016,You know.,ans,xxx
Ses02F_script01_1_F017,"I've got an idea, but what's the story?",q,sad
Ses02F_script01_1_M017,I'm gonna ask her to marry me.,ans,neu
Ses02F_script01_1_F018,"Well, that's only your business, Chris.",o,neu
Ses02F_script01_1_M018,You know it's not only my business.,dag,fru
Ses02F_script01_1_F019,What do you want me to do?  You're old enough to know your own mind.,o,ang
Ses02F_script01_1_M019,So it's all right then?,q,fru
Ses02F_script01_1_M020,I'll go ahead with it?,q,fru
Ses02F_script01_1_F020,"Well, you want to make sure that your father isn't going to--",s,xxx
Ses02F_script01_1_M021,"Well, then it isn't just my business--",s,ang
Ses02F_script01_1_F021,I'm just saying that--,s,neu
Ses02F_script01_1_M022,"Ah, sometimes you infuriate me.  You know that?  I mean, isn't it your business too if I tell Dad and flips--freaks out about it?  I mean, you have such a talent for ignoring things.",o,xxx
Ses02F_script01_1_F022,I ignore what I gotta ignore.  The girl is Larry's girl.,s,xxx
Ses02F_script01_1_M023,She's not Larry's girl.,dag,ang
Ses02F_script01_1_F023,"From your father's point of view, he isn't dead.  And you've no right to take his girl.",s,fru
Ses02F_script01_1_F024,"And you can go on from there if you know where to go, but I don't know where to go.  See, I don't know.  Now what can I do for you?",q,fru
Ses02F_script01_1_M024,"I don't know why, but, every time I reach out for something that I want, I have to pull back 'cause someone else will suffer.  My whole bloody life.  Time after time after time.",o,fru
Ses02F_script01_1_F025,You're a considerate fellow.  There's nothing wrong with that.,o,neu
Ses02F_script01_1_M025,To hell with that.,dag,ang
Ses02F_script01_1_F026,[BREATHING] Have you asked Annie yet?,q,neu
Ses02F_script01_1_M026,I wanted to get this settled first.,ans,xxx
Ses02F_script01_1_F027,"Well, how do you know she'll marry you?  Maybe she feels the same way your father does.",q,neu
Ses02F_script01_1_M027,"Well, if she does, then that's the end of it.  But from her letters, I think she's forgotten him.  I'll find out.  And then we'll thrash it out with Dad, right?  Mom, don't avoid me.",ans,sad
Ses02F_script01_1_F028,"Trouble is, you don't see enough women.",o,sad
Ses02F_script01_1_F029,You never did.,s,fru
Ses02F_script01_1_M028,"So what, I'm not fast with women.",ag,xxx
Ses02F_script01_1_F030,I just don't see why it has to be Annie.,s,fru
Ses02F_script01_1_M029,Because it is.,s,neu
Ses02F_script01_1_F031,"Well, that's a good answer, but it doesn't answer anything.  I mean, you've been away for--at war.  It's been five years.",s,fru
Ses02F_script01_1_M030,"I can't help it.  I know her best.  I mean, I grew up next door to her.",s,xxx
Ses02F_script01_1_M031,"These years when I think of a wife, I think of Annie.  What do you want, a diagram?",q,fru
Ses02F_script01_1_F032,"I don't want a diagram.  Umm-- He thinks he's coming back, Chris.  You marry that girl and you're pronouncing him dead.",ans,fru
Ses02F_script01_1_F033,"I mean, what's gonna happen to your father?  Do you know?  I don't.",q,fru
Ses02F_script01_1_M032,"All right.  All right, then, Mom.",a,fru
Ses02F_script01_1_F034,I just--give it some more thought.,c,fru
Ses02F_script01_1_M033,I've given it three years of thought.  I thought that if I waited Dad would forget about Larry and we could have a regular wedding and everything happy.,s,fru
Ses02F_script01_1_M034,"But if I can't--if that can't happen here, then I'll have to get out.",s,xxx
Ses02F_script01_1_F035,What the hell is this?,q,sur
Ses02F_script01_1_M035,I'll get out.  I'll get married and go live some place else.  Maybe New York.,ans,xxx
Ses02F_script01_1_F036,Are you crazy?,q,ang
Ses02F_script01_1_M036,I've been a good son too long.  A good sucker.  I'm through with it.,ans,ang
Ses02F_script01_1_F037,What about the business?  What the hell is this?,q,ang
Ses02F_script01_1_M037,The business?  The business doesn't inspire me.,ans,ang
Ses02F_script01_1_F038,Must you be inspired?,q,ang
Ses02F_script01_1_M038,"Yes.  I like it an hour a day.  If I'm gonna grub for my money all day long, at least in the evening I want it beautiful.",ans,ang
Ses02F_script01_1_M039,"I want a family.  I want kids.  I want something that I can give myself to.  Annie's in the middle of that.  Now, where do I find it?",s,xxx
Ses02F_script01_1_F039,"Tell me, you'd leave the business?",q,xxx
Ses02F_script01_1_M040,"Yes, on this I would.",ans,neu
Ses02F_script01_1_F040,"Well, you don't want to think like that.",o,ang
Ses02F_script01_1_M041,Then help me stay here.,c,xxx
Ses02F_script01_1_F041,"All right, but just don't go thinkin' like that 'cause otherwise what did we work for?  I mean, the whole thing is for you, Chris.  The whole shootin' match is for you.",s,xxx
Ses02F_script01_1_M042,"I know.  I know, Mom.  Just help me stay here.",ag,fru
Ses02F_script01_1_F042,"All right.  Just-- just don't go thinkin' that way, you hear me?",q,fru
Ses02F_script01_1_M043,I am thinkin' that way.,ans,neu
Ses02F_script01_1_F043,"I don't understand you, do I?",q,fru
Ses02F_script01_1_M044,"No, you don't.  I'm a pretty tough guy.",ans,neu
Ses02F_script01_1_F044,I can see that.,s,sad
Ses02F_script01_2_F001,She's been in New York for three and half years.  Why all of a sudden?,q,xxx
Ses02F_script01_2_M001,"Well, maybe he just wanted to see her again.",ans,neu
Ses02F_script01_2_F002,Nobody comes seven hundred miles just to see.,s,xxx
Ses02F_script01_2_M002,What do you mean?  He lived next door to the girl all his life.  Why wouldn't he want to see her again?,q,neu
Ses02F_script01_2_M003,Don't look at me like that.  He didn't tell me anymore than he told you.,c,xxx
Ses02F_script01_2_F003,She's not-,b,xxx
Ses02F_script01_2_M004,How do you know he's even thinking of it?,q,neu
Ses02F_script01_2_F004,-he's not gonna marry her.,c,oth
Ses02F_script01_2_F005,It's got that all about it.,ans,ang
Ses02F_script01_2_M005,"Well, so what?",q,neu
Ses02F_script01_2_F006,"What's going on here, Joe?",q,xxx
Ses02F_script01_2_M006,"Now, listen Kate.",c,neu
Ses02F_script01_2_F007,"She's not his girl, Joe.  She knows she's not.",o,xxx
Ses02F_script01_2_M007,You can't read her mind.,o,neu
Ses02F_script01_2_F008,"Well then why is she still single?  I mean, New York is full of men.  Why isn't she married?  Probably a hundred people told her she's crazy, but she's waited.",o,fru
Ses02F_script01_2_M008,How do you know why she's waited?,q,neu
Ses02F_script01_2_F009,"She knows what I know, that's why.  She's faithful as a rock.  In my worst moments I think of her waiting and I know again that I'm right.",ans,fru
Ses02F_script01_2_M009,"Look, it's a nice day.  What are we arguing for?",q,fru
Ses02F_script01_2_F010,"Nobody in this house dares take her faith away, Joe?  Strangers might, but not his father, not his brother.",o,xxx
Ses02F_script01_2_M010,"Well, what do you want me to do about it?",q,fru
Ses02F_script01_2_F011,I want you to act like he's coming back.  Both of you.  Don't you think I haven't noticed since she got here.  I won't stand for any nonsense.,ans,fru
Ses02F_script01_2_M011,But Kate--,b,fru
Ses02F_script01_2_F012,"Because if he's not coming back, I'll kill myself.  I mean, laugh--laugh at me, but...",o,ang
Ses02F_script01_2_F013,But why did that happen the very night she came here?  She sleeps in his room and his memorial breaks to pieces.  Just look.  Look at it.,s,ang
Ses02F_script01_2_M012,Calm yourself.,c,fru
Ses02F_script01_2_F014,"Believe with me, Joe.  I can't stand all alone.",s,fru
Ses02F_script01_2_M013,Calm yourself.,c,fru
Ses02F_script01_2_F015,"Last week, a man turned up in Detroit missing longer than Larry.  I mean, you read it yourself.",s,fru
Ses02F_script01_2_M014,All right.  All right.  Calm yourself.,c,fru
Ses02F_script01_2_F016,"You, above all, have to believe.",c,fru
Ses02F_script01_2_M015,What?- Why- Why me above all?,q,xxx
Ses02F_script01_2_F017,Just--just don't stop believing.,ans,fru
Ses02F_script01_2_M016,What does that mean?  Me above all?,q,ang
Ses02F_script01_2_M017,Look at you.  Look at you shaking.,s,ang
Ses02F_script01_2_F018,I can't help it.,o,fru
Ses02F_script01_2_M018,What have I got to hide?  What the hell is the matter with you Kate?,q,ang
Ses02F_script01_3_F001,It's all right.  It's a good thing.,ans,xxx
Ses02F_script01_3_F002,"You know, it's lovely here, the air is sweet.",o,xxx
Ses02F_script01_3_M002,Why?,q,xxx
Ses02F_script01_3_F004,"Well, for one thing, your mother as much as told me to go.",ans,xxx
Ses02F_script01_3_M003,Oh.,b,xxx
Ses02F_script01_3_F005,"You saw that.  I mean and then, well, you've been kind of, um--",s,xxx
Ses02F_script01_3_M004,What?,q,xxx
Ses02F_script01_3_F006,"Well, kind of embarrassed ever since I got here.",ans,xxx
Ses02F_script01_3_M005,"The trouble is, I planned on sort of sneaking up on you over a period of a week or so.  But, they take it for granted that we're all set.",s,xxx
Ses02F_script01_3_F007,"I knew they would, your mother anyway.",ag,xxx
Ses02F_script01_3_F008,"Well,",b,xxx
Ses02F_script01_3_F009,"from her point of view, why else would I come?",q,sad
Ses02F_script01_3_M006,"Oh.  Would you want to?  I guess you know, this is why I asked you to come.",ans,xxx
Ses02F_script01_3_F010,I--I guess this is why I came.,o,xxx
Ses02F_script01_3_M007,"Anne, I love you.  I love you a great deal.  I love you.",o,xxx
Ses02F_script01_3_M008,I have no imagination.  That's all I know to tell you.,s,xxx
Ses02F_script01_3_M009,I'm embarrassing you and I didn't want to tell it to you here.  I wanted some place we'd never been before.  A place where we'd be brand new to each other.,s,xxx
Ses02F_script01_3_M010,"You feel it's wrong here, don't you?  This yard, this chair.  I want you to be ready for me.  I don't want to have to win you away from anything.",o,exc
Ses02F_script01_3_F011,"Oh, Chris, I've been ready for a long, long time.",s,xxx
Ses02F_script01_3_M011,And he's gone forever.  You're sure?,q,xxx
Ses02F_script01_3_F012,I almost got married two years ago.,ans,hap
Ses02F_script01_3_M012,Why didn't you?,q,xxx
Ses02F_script01_3_F013,You started to write me and--,ans,hap
Ses02F_script01_3_M013,You felt something that far back?,q,xxx
Ses02F_script01_3_F014,Every day since.,ans,hap
Ses02F_script01_3_M014,"Anne, why didn't you let me know?",q,xxx
Ses02F_script01_3_F015,"Well, I was waiting for you.  I mean, till then you never wrote and when you did, I mean, what did you say?  You can sure be ambiguous sometimes.",ans,xxx
Ses02F_script01_3_M015,"Give me a kiss, Anne.  Give me a-",c,xxx
Ses02F_script01_3_M016,"oh God, I kissed you.  I kissed Annie.  How long--how long I've been waiting to kiss you.",o,xxx
Ses02F_script01_3_F016,I will never forgive you.  Why did you wait all these years?  All I did was sit and wonder if I was crazy for thinking of you.,o,hap
Ses02F_script01_3_M017,"Oh, Annie, we're gonna live now.  I'm gonna make you so happy.",o,xxx
Ses02F_script01_3_F017,Not like that you're not.,o,xxx
Ses02F_script01_3_M018,I kissed you.,s,xxx
Ses02F_script01_3_F018,"Like Larry's brother.  Do it like you, Chris.  What is it?",q,xxx
Ses02F_script01_3_M019,Let's drive someplace.  I want to be alone with you.,s,xxx
Ses02F_script01_3_F019,"No.  What is it, your mother?",q,xxx
Ses02F_script01_3_M020,No.  Nothing like that.,ans,sad
Ses02F_script01_3_F020,"Then, what's wrong?  I mean, even in your letters there was some--something ashamed.",q,sad
Ses02F_script01_3_M021,"Yeah, I suppose I have been.  But it's going from me.",ans,sad
Ses02F_script01_3_F021,You've gotta tell me.,c,sad
Ses02F_script01_3_M022,I don't know how to start.,s,sad
Ses02F_script01_3_F022,It wouldn't work this way.,s,sad
Ses02F_script01_3_M023,"It's all mixed up with so many other things.  You remember overseas, I was in command of a company?",q,sad
Ses02F_script01_3_F023,"Yeah, sure.",ans,sad
Ses02F_script01_3_M024,"Well, I lost them.",s,sad
Ses02F_script01_3_F024,How many?,q,sad
Ses02F_script01_3_M025,Just about all.,ans,sad
Ses02F_script01_3_F025,"Oh, gee.",b,sad
Ses02F_script01_3_M026,It takes some time for a guy to toss that off.  'Cause they weren't just men.,o,sad
Ses02F_script01_3_M027,"For instance, one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but that's the kind of guys I had.",s,sad
Ses02F_script01_3_M028,"They didn't die, they killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.",o,sad
Ses02F_script01_3_M029,"I got this idea watching them go down.  Everything was being destroyed, see, but it seemed that there was one new thing being made.  A sort of responsibility.  Man for man.",o,sad
Ses02F_script01_3_M030,"You know what I mean?  To show that, to bring that onto the Earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him.",o,sad
Ses02F_script01_3_M031,Then I came back and it was incredible.  There was no meaning in it here.  The whole thing to them seemed like sort of a bus accident.  I went to work with Dad and that rat race again.,s,sad
Ses02F_script01_3_M032,"And I felt what you said, ashamed somehow 'cause nobody was changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",s,sad
Ses02F_script01_3_M033,"I mean, you can take those things out of a war, but when you drive that car, you've gotta know that it came out of the love a man can have for a man.  You've gotta be a little better because of it.",o,sad
Ses02F_script01_3_M034,Because otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of it.  And I guess that included you.,o,sad
Ses02F_script01_3_F026,You still feel that way?,q,sad
Ses02F_script01_3_M035,I want you now Annie.,ans,xxx
Ses02F_script01_3_F027,"Cause you mustn't feel that way.  Because you have a right to everything that you have.  Do you understand that?  Everything, Chris, and me too.",o,xxx
Ses02F_script01_3_F028,"I mean, and your money, there's nothing wrong with your money.  I mean, your father put hundreds of planes in the air.  A man should be paid for that.",o,xxx
Ses02F_script01_3_M036,"I know Annie.  Annie, I'm gonna make a fortune for you.",ag,xxx
Ses02F_script01_3_F029,What'll I do with a fortune?,q,hap
Ses02F_script02_1_M000,What time is it?  They're supposed to run around midnight.,q,exc
Ses02F_script02_1_M001,"This is great, isn't it?  Look at the night we've got here, couldn't be better.",o,exc
Ses02F_script02_1_M002,"I would have liked to have gone a little further up the coast to get away from the lights and the people, but I was afraid we'd miss it.",o,exc
Ses02F_script02_1_M003,How you doing?,q,exc
Ses02F_script02_1_F000,Fine.,ans,xxx
Ses02F_script02_1_M004,Is that--no--is that just foam?  I can't even tell.,s,exc
Ses02F_script02_1_M005,"Well, I guess we can tell, it probably isn't right?  Probably be unmistakable don't you think?",q,exc
Ses02F_script02_1_M006,"How you doing?  Aw, you know what I forgot?  I forgot to bring my flashlight.  Oh, how could I be so stupid?  I should've brought my flashlight.",s,exc
Ses02F_script02_1_F001,What flashlight?,q,neu
Ses02F_script02_1_M007,"You know, the flashlight, the silver one.  There's only one isn't there?",ans,xxx
Ses02F_script02_1_F002,That's not your flashlight.,s,xxx
Ses02F_script02_1_M008,Who's is it?,q,xxx
Ses02F_script02_1_F003,It's ours.  It's mine too.,ans,xxx
Ses02F_script02_1_M009,"Oh, well sure.",ag,neu
Ses02F_script02_1_F004,"You kept saying my flashlight, if as if somehow it's just yours.  I mean is that supposed to make me feel?",q,xxx
Ses02F_script02_1_M010,"Right, of course.  Our flashlight.  Mine and yours.  I mean, me flashlight is su flashlight naturally.",ag,neu
Ses02F_script02_1_M011,How could we forget to bring it?  I hope the moon stays out.,o,xxx
Ses02F_script02_1_M012,"I wonder, do they always run during a full moon?  I can't remember if it was full last year.  Do you remember?",q,neu
Ses02F_script02_1_F005,Yeah.,ans,neu
Ses02F_script02_1_M013,"You cold?  Do you want my jacket?  Oh, we should've brought the blanket.  Our blanket.",s,neu
Ses02F_script02_1_M014,"This is great, isn't it?  A six pack would be just the ticket right now.",s,exc
Ses02F_script02_1_M015,I can't believe I forgot.  I'm like a kid.  It's amazing I got out of the house with my fly zipped.,o,exc
Ses02F_script02_1_M016,You think they can hear us talk?  Or feel the vibrations in the sand when we move around?,q,exc
Ses02F_script02_1_F006,I'm cold.,s,xxx
Ses02F_script02_1_M017,Do you want my jacket?,q,neu
Ses02F_script02_1_F007,"It's after eleven, let's just go home.",s,fru
Ses02F_script02_1_M018,Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home.,q,xxx
Ses02F_script02_1_F008,There is no point in coming down here.,ans,xxx
Ses02F_script02_1_M019,Right.,b,neu
Ses02F_script02_1_F009,That's my point.,s,xxx
Ses02F_script02_1_M020,That's my point too.,ag,neu
Ses02F_script02_1_F010,"So, let's go.",c,xxx
Ses02F_script02_1_M021,No. No. That's not my point.  The point is there's no point in coming down if we just leave.  Don't you want to see it?,dag,neu
Ses02F_script02_1_F011,Not particularly.,ans,xxx
Ses02F_script02_1_M022,Why not?,q,xxx
Ses02F_script02_1_F012,I just don't.  It's stupid.,ans,xxx
Ses02F_script02_1_M023,"Honey, this is a natural phenomenon.  I mean this only happens once a year, you know.",s,xxx
Ses02F_script02_1_M024,"Think about the people in Kansas, they had to get plane tickets and hotel reservations to see this.  We live forty minutes away.  It's too good to pass up.",s,exc
Ses02F_script02_1_F013,"Pass up what?  These little fish swim onto the beach, they flop around, and swim away.  And then they die.",s,fru
Ses02F_script02_1_M025,"Yeah, but that moment on the beach, is the highlight of their little lives.  All that flopping is laying eggs or what do you--spawning or mating.  I mean,",s,exc
Ses02F_script02_1_M026,this is a big night for these guys.  Life's last orgy.,o,exc
Ses02F_script02_1_F014,"What are you so excited about?  I mean, it's not a moon landing we're talking about here.  It's fish.  It's a fish nobody even eats.",o,fru
Ses02F_script02_1_M027,Yeah they do.,dag,fru
Ses02F_script02_1_F015,"Ah, Augie.",b,fru
Ses02F_script02_1_M028,Alright.  But it's fish that do something that none of the other fish do.  Like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs.,s,exc
Ses02F_script02_1_M029,There's--there's a bit of the magic--some unexplainable here.  I don't see how you can not be interested.,o,xxx
Ses02F_script02_1_F016,I'm just not.,s,fru
Ses02F_script02_1_M030,For real?,q,xxx
Ses02F_script02_1_F017,Yeah.,ans,xxx
Ses02F_script02_1_M031,"I don't get it.  The first time we came here, you said it was the best night of your life.",s,neu
Ses02F_script02_1_M032,"And last year, I remember specifically you were so excited to go that you stubbed your toe rushing me out of the house and didn't even notice until we got in the car.",s,xxx
Ses02F_script02_1_F018,"Last year, you will also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got in a big fight over nothing, and we didn't see the grunions.",s,fru
Ses02F_script02_1_M033,We weren't in a good spot.,o,neu
Ses02F_script02_1_F019,We didn't see them the first time either.,s,neu
Ses02F_script02_1_M034,"We just weren't in a good spot.  This is a much better spot.  Believe me, I've got good instincts for these things.",o,xxx
Ses02F_script02_1_M035,There is that--no that's just seaweed isn't it?,q,exc
Ses02F_script02_1_M036,"Oh man, this is great, isn't it?  I wouldn't miss this for anything.  Here, think about this, all right, I know you're not interested, but think about this.",c,exc
Ses02F_script02_1_M037,"Somewhere out there, this huge mass of silver fish swimming this way.",s,xxx
