TURN,UTTERANCE,DA,EMOTION
Ses03F_impro08_F017,"No no, we're not taking anything from you sir.  This is- This is unbeknownst to us.  The problem had just happened.",dag,fru
Ses03F_impro08_F018,The satellite-is down in your area.,s,fru
Ses03F_impro08_M017,"Okay, so you think you're going to-  -get me back some minutes, and that's going to make up for three days of business that I lost?  Okay, great.",o,fru
Ses03F_impro08_F019,"No, three days, sir.  It's not three days. It's- It's only been about a day now. Let's not exaggerate.",dag,fru
Ses03F_impro08_M018,"No, it's been--three days.",dag,fru
Ses03F_impro08_M019,"Fine, it's been a day.  Okay?",ag,fru
Ses03F_impro08_F020,Three days?,q,neu
Ses03F_impro08_F021,A day?,s,neu
Ses03F_impro08_M020,A day's worth of business.  You know how much I make in a day?,q,xxx
Ses03F_impro08_F022,"I don't know, sir.",ans,neu
Ses03F_impro08_M021,About three million dollars.,s,neu
Ses03F_impro08_F023,"Oh, well, I'm sorry about that. Umm- We-",ap,neu
Ses03F_impro08_M022,"So, you're going to give me back ten dollars worth of minutes--",q,xxx
Ses03F_impro08_M023,-to make up the three million dollars.,q,xxx
Ses03F_impro08_F024,"Well, ten hours worth of minutes--",ans,neu
Ses03F_impro08_F025,is what's going to happen.,s,neu
Ses03F_impro08_M024,"Ten hours? So, basically, a day's worth of minutes which I pay forty dollars a month from it.",s,xxx
Ses03F_impro08_MXX0,Yeah.,b,-
Ses03F_impro08_F026,"Sir,",b,neu
Ses03F_impro08_M025,So you're giving me a dollar back.,s,xxx
Ses03F_impro08_F027,"what I would like what I'm advising you to do now is just to write down all of your problems that you-you feel that--You know, haven't been addressed, fax it to us-",s,neu
Ses03F_impro08_M026,"Oh, my God.",b,fru
Ses03F_impro08_F028,and we will take care of it if anything happens.  But all we can do now is ask for your patience.,s,neu
Ses03F_impro08_F029,Okay? Thank you for calling.  Goodbye.,g,neu
Ses03F_script01_1_F000,What's he going to say? Maybe we ought to talk to him before he sees it.,o,xxx
Ses03F_script01_1_M000,He saw it.,s,neu
Ses03F_script01_1_F001,"What-how did he see it? I mean, I was the first one up. He was still in bed.",q,xxx
Ses03F_script01_1_M001,He was out there when it happened.,ans,neu
Ses03F_script01_1_F002,When?,q,xxx
Ses03F_script01_1_M003,I don't know. But after it cracked he went back in the house and he cried in the kitchen.,ans,neu
Ses03F_script01_1_F004,Did you talk to him?,q,neu
Ses03F_script01_1_M004,"No, I uh-, I figured the best thing to do was to leave him alone.",ans,neu
Ses03F_script01_1_F005,"He cried hard, huh?",q,neu
Ses03F_script01_1_M005,I could hear it right through the floor.,ans,neu
Ses03F_script01_1_F006,What was he doing out there at that time? He was dreaming about him again. He's walking around at night again.,q,xxx
Ses03F_script01_1_M006,I guess he is.,ans,neu
Ses03F_script01_1_F007,"Could he-he's acting just like he did after he died, you know?",o,neu
Ses03F_script01_1_F008,What's the meaning in that?,q,xxx
Ses03F_script01_1_M007,I don't know.,ans,neu
Ses03F_script01_1_M008,"But I know one thing, mom. We've made a terrible mistake with dad.",o,neu
Ses03F_script01_1_F009,"Well, what do you mean? What?",q,xxx
Ses03F_script01_1_M009,Being dishonest with him. That kind of thing always pays off and now it's paying off.,ans,neu
Ses03F_script01_1_F010,"What do you mean, dishonest?",q,neu
Ses03F_script01_1_M010,You know Larry's not coming back and I know that too. Why do we go on letting him think that we believe with him?,ans,xxx
Ses03F_script01_1_F011,"What, you're going to argue with him?",q,fru
Ses03F_script01_1_M011,"No, I don't want to argue with him, but it's time that he realized that no one believes that Larry's coming back anymore.",ans,fru
Ses03F_script01_1_F012,You can't tell him that.,c,fru
Ses03F_script01_1_M012,We got to tell him that.,dag,fru
Ses03F_script01_1_F013,We can't. It just won't work.,o,fru
Ses03F_script01_1_M013,"You know, for God's sakes it's been three years. No one comes back after three years. It's insane.",o,fru
Ses03F_script01_1_F014,They do come back.,dag,neu
Ses03F_script01_1_F015,"I know, but he doesn't know that.",s,xxx
Ses03F_script01_1_F016,Three years has been a long time.,s,xxx
Ses03F_script01_1_M014,"All right. Just- Sit down, mom. I want to talk to you.",c,fru
Ses03F_script01_1_F017,"It's those Goddamn newspapers, you know? I mean, it's like every day they come out with this new person that comes along. And the next one's going to be Larry.",s,ang
Ses03F_script01_1_M015,"All right. All right. Just come on, sit down.",c,fru
Ses03F_script01_1_F018,What?,q,fru
Ses03F_script01_1_M016,"You know-you know why I asked Annie here, right?",q,neu
Ses03F_script01_1_F019,Why?,q,neu
Ses03F_script01_1_M017,You know.,ans,neu
Ses03F_script01_1_F020,"Well, I have an idea, but go on, tell me, what's the story?",q,xxx
Ses03F_script01_1_M018,I want to ask her to marry me.,ans,neu
Ses03F_script01_1_F021,"Well, that's only your business, Chris.",o,neu
Ses03F_script01_1_M019,"Come on, you know that's not only my business.",dag,fru
Ses03F_script01_1_F022,"Well, it is. I mean, what do you want me to do? You're grown up; you know what's going on in your mind.",q,fru
Ses03F_script01_1_M020,So it's all right. I'll just go ahead with it.,ans,neu
Ses03F_script01_1_F023,"Well, you better make sure your father's not- No- I'm just saying.",s,fru
Ses03F_script01_1_M021,"See, then it's not just my business. God, you have",s,ang
Ses03F_script01_1_M022,"-Oh, you infuriate me sometimes. You know, it's not just my business too if dad throws a fit.",o,ang
Ses03F_script01_1_M023,God. You have such a talent for ignoring things.,o,xxx
Ses03F_script01_1_F024,"Yeah, well I ignore what I got to ignore.",ag,fru
Ses03F_script01_1_F025,And she-she's Larry's girl.,s,fru
Ses03F_script01_1_M024,"No, she is not Larry's girl.",dag,xxx
Ses03F_script01_1_F026,"Well, from your father's point of view she is. I mean, he's still alive. You've got no right to take her.",dag,fru
Ses03F_script01_1_F027,"If you go on from that point, I don't know where you go.",o,xxx
Ses03F_script01_1_F028,"Cause listen, I'm telling you, I don't know where to go from there. Do you?",q,fru
Ses03F_script01_1_M025,"Oh, I don't know.",ans,xxx
Ses03F_script01_1_F029,What do you want from me?,q,fru
Ses03F_script01_1_M026,"Every time I reach out for something I have to pull back because other people will suffer. My whole entire life, time and time after time.",o,sad
Ses03F_script01_1_F030,You're a considerate fella and there's nothing wrong in that.,o,neu
Ses03F_script01_1_M027,To hell with that.,dag,ang
Ses03F_script01_1_F031,There's nothing wrong with it.,o,neu
Ses03F_script01_1_M028,I didn't ask Annie yet.,ans,neu
Ses03F_script01_1_F032,You didn't ask her yet?,q,fru
Ses03F_script01_1_M029,I wanted to get this settled first.,s,neu
Ses03F_script01_1_F033,"Well, how do you know she's going to marry you? I mean, what if she feels the same way as your father?",q,xxx
Ses03F_script01_1_M030,Well then I guess it's over then. But from her letters I think she's forgotten him.,ans,neu
Ses03F_script01_1_M031,"I'll find out. But then after it's all over we'll thrash it out with dad, right?",q,neu
Ses03F_script01_1_M032,"Mom, don't avoid me.",c,fru
Ses03F_script01_1_F034,"You know, the trouble is you've never had enough women. No, you never did.",o,fru
Ses03F_script01_1_M033,So what? I'm not fast with women.,s,fru
Ses03F_script01_1_F035,I don't understand why it has to be her.,q,fru
Ses03F_script01_1_M034,Because it is.,ans,neu
Ses03F_script01_1_F036,"That's a good answer, but it doesn't answer anything.",o,fru
Ses03F_script01_1_M035,I just-,b,fru
Ses03F_script01_1_F037,"I mean, you haven't seen her since the war. I mean, it's been five years.",s,fru
Ses03F_script01_1_M036,It just is. I-,b,neu
Ses03F_script01_1_M037,"I grew up with her. Okay. All these years, when I think of someone I want to be my wife I think of Annie. What do you want, a diagram?",q,fru
Ses03F_script01_1_F038,"No, I don't want a diagram.",ans,fru
Ses03F_script01_1_F039,"He thinks he's coming back. You go-go on and marry her, I mean, you're pronouncing her dead. And what's going to happen to your father, huh? I don't know. Do you?",s,fru
Ses03F_script01_1_M038,"Okay. All right, then.",a,fru
Ses03F_script01_1_F040,"Just, listen. Give it more thought, is all.",c,fru
Ses03F_script01_1_M039,"No, I've given it three years of thought.",s,fru
Ses03F_script01_1_M040,And I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.,o,xxx
Ses03F_script01_1_M041,But if I can't have that here then I'll get out.,o,neu
Ses03F_script01_1_F041,What the hell is this?,q,xxx
Ses03F_script01_1_M042,I'll get out. I'll marry her somewhere else. Maybe New York.,ans,neu
Ses03F_script01_1_F042,You're crazy.,o,xxx
Ses03F_script01_1_M043,I've been a sucker too long. I'm through with it.,o,xxx
Ses03F_script01_1_F043,You're what-you're going to leave the business? But you can't do that. What the hell is this?,q,fru
Ses03F_script01_1_M044,The business. The business doesn't inspire me.,ans,fru
Ses03F_script01_1_F044,"Oh, you have to be inspired.",q,fru
Ses03F_script01_1_M045,Yes. I like it an hour out of the day. If I have to grub for money all day long at least that evening I want it beautiful. I want a wife. I want a family. I want some kids. I want to build something I can give myself to.,ans,ang
Ses03F_script01_1_M046,"Now, Annie's in the middle of all that.",s,ang
Ses03F_script01_1_M047,"Now, where do I find it?",q,neu
Ses03F_script01_1_F045,Tell me something.,c,neu
Ses03F_script01_1_F046,You'd leave that business.,q,neu
Ses03F_script01_1_M048,Yes. On this I would.,ans,neu
Ses03F_script01_1_F047,You can't do that.,dag,fru
Ses03F_script01_1_M049,Then help me stay here.,c,neu
Ses03F_script01_1_F048,"All right, but you can't do that. You can't talk like that.",ag,fru
Ses03F_script01_1_M050,Okay. Just-,ag,neu
Ses03F_script01_1_F049,"We've worked all our lives for you. Only for you, Chris. The whole shootin' match is for you.",o,fru
Ses03F_script01_1_M051,"Yeah, I know, I know, just help me stay here, all right?",ag,fru
Ses03F_script01_1_F050,I'm going to.,a,neu
Ses03F_script01_1_F051,You just can't talk like that.,c,xxx
Ses03F_script01_1_M052,I am thinking like that.,dag,neu
Ses03F_script01_1_F052,"I don't know you, do I?",q,neu
Ses03F_script01_1_M053,"No, you don't. I'm a pretty tough guy.",ans,neu
Ses03F_script01_1_F053,Yeah. I can see that.,ag,neu
Ses03F_script01_2_F000,Why did you invite her here?,q,ang
Ses03F_script01_2_M000,Why? Does that bother you?,q,xxx
Ses03F_script01_2_F001,She's been in New York for three-and-a-half years. She don't just suddenly come and-,ans,ang
Ses03F_script01_2_M001,"Well, maybe, maybe he just wanted to see her.",o,neu
Ses03F_script01_2_F002,You don't travel seven hundred miles just to see.,o,ang
Ses03F_script01_2_M002,"What do you mean? They lived next door to each other their entire lives. Why shouldn't he want to see her? Hey, don't look at me like that. I don't know anymore than you do.",q,xxx
Ses03F_script01_2_F003,He's not going to marry her.,c,xxx
Ses03F_script01_2_M003,How do you know he's even thinking about it?,q,neu
Ses03F_script01_2_F004,It's got that about it.,ans,ang
Ses03F_script01_2_M004,"Well, so what?",q,neu
Ses03F_script01_2_F005,"What's going on here, Joe?",q,xxx
Ses03F_script01_2_M005,"Listen, kid-",b,fru
Ses03F_script01_2_F006,She's not Larry's girl. She knows that.,s,ang
Ses03F_script01_2_M006,You can't read her mind.,o,neu
Ses03F_script01_2_F007,Then why is she married? Then why isn't she married? She's been in New York and there's hundreds of single men there.,o,xxx
Ses03F_script01_2_F008,"I'm sure hundreds of them asked her and told her that she's foolish, but no.",o,xxx
Ses03F_script01_2_F009,She's waited.,s,xxx
Ses03F_script01_2_M007,How do you know why she's waited?,q,neu
Ses03F_script01_2_F010,"Because she thinks like me, that's why.",ans,xxx
Ses03F_script01_2_F011,"She's faithful as a rock, don't you know. In my worst moments I can think of her-",o,sad
Ses03F_script01_2_F012,"I think again, that I'm-I'm right.",o,xxx
Ses03F_script01_2_M008,"Look, it's a nice day. What are we arguing for?",q,neu
Ses03F_script01_2_F013,"Nobody in my house better ever dare-dare to challenge her faith. Maybe strangers, but not his father, not his brother.",ans,ang
Ses03F_script01_2_M009,Calm yourself.,c,neu
Ses03F_script01_2_F014,Because he's not coming back. Then what do I got to live for? I'll kill myself.,s,xxx
Ses03F_script01_2_M010,Calm yourself.,c,fru
Ses03F_script01_2_F015,"Don't, don't laugh at me, don't laugh at me.",c,ang
Ses03F_script01_2_F016,"Look at it. Because why, when she came here and she slept in his room, the memorial broke into pieces. Look at it, look at it, Joe.",s,ang
Ses03F_script01_2_M011,All right. All right. Calm yourself.,c,ang
Ses03F_script01_2_F017,"You got to believe, believe with me because I can't stand all alone.",o,xxx
Ses03F_script01_2_M012,Okay. Just calm yourself.,c,fru
Ses03F_script01_2_F018,"No, you've got to believe.",c,sad
Ses03F_script01_2_F019,"Believe, Joe. You above all people have got to believe.",o,xxx
Ses03F_script01_2_M013,"Why me, above all?",q,ang
Ses03F_script01_2_M014,Huh?,q,ang
Ses03F_script01_2_M015,Why me above all?,q,ang
Ses03F_script01_2_F020,You got to keep believing.,ans,sad
Ses03F_script01_2_M016,"Look at you, you're shaking.",s,ang
Ses03F_script01_2_F021,I can't help it.,s,sad
Ses03F_script01_2_M017,What have I got to hide?,q,ang
Ses03F_script01_2_M018,"Huh? What the hell's the matter with you, Kate?",q,ang
Ses03F_script01_3_F001,"No, it's all right. There's nothing wrong in that, you know.",ans,hap
Ses03F_script01_3_F002,It's really lovely here. The air is sweet.,o,hap
Ses03F_script01_3_M001,You're not sorry you came?,q,neu
Ses03F_script01_3_F003,No. I'm not sorry. It's-,ans,sad
Ses03F_script01_3_F004,I can't stay.,s,xxx
Ses03F_script01_3_M002,Why not?,q,xxx
Ses03F_script01_3_F005,"Well, for one thing, your mother so much has told me to go. [LAUGHTER].",ans,fru
Ses03F_script01_3_M003,Well-,b,neu
Ses03F_script01_3_F006,"Look,",c,xxx
Ses03F_script01_3_F007,"you've been acting kind of, well, you know.",s,xxx
Ses03F_script01_3_M004,What?,q,neu
Ses03F_script01_3_F008,"Well, you've been embarrassed ever since I came.",ans,sad
Ses03F_script01_3_M005,"Yes, I guess I have been. But it's going from me now.",ag,xxx
Ses03F_script01_3_M006,"Oh look, um, well, the thing is, I was planning on, planning on sort of sneaking up on you over a week or so, and they-they take it for granted we're all set.",s,hap
Ses03F_script01_3_F009,Yeah.,ag,xxx
Ses03F_script01_3_M007,How did you know?,q,xxx
Ses03F_script01_3_F010,"Yeah, they would. Especially your mom.",ans,xxx
Ses03F_script01_3_M008,"Well, uh- would you want to?",q,xxx
Ses03F_script01_3_M009,"I, I guess that's why I asked you to come.",o,hap
Ses03F_script01_3_F011,"Well, I mean,",ag,hap
Ses03F_script01_3_M010,"Oh, Annie.",a,hap
Ses03F_script01_3_F012,"from her opinion, why else would I come here?",o,hap
Ses03F_script01_3_M011,"Annie, I love you.",o,hap
Ses03F_script01_3_M012,I love you a great deal.,o,hap
Ses03F_script01_3_M013,I-I love you. I have no imagination. That's all I know how to tell it.,s,hap
Ses03F_script01_3_F013,"Well, I guess that's why I came.",o,hap
Ses03F_script01_3_M014,"I'm embarrassing you. I didn't want to tell you it here. I wanted to go somewhere that would be brand-new to each other. It feels wrong here, don't you? This yard and this chair.",o,hap
Ses03F_script01_3_M015,I don't want to win you from anybody. I want you to be ready for me.,o,hap
Ses03F_script01_3_F014,"I've been ready for a long, long time.",o,hap
Ses03F_script01_3_M016,Then he's gone forever. You're sure?,q,xxx
Ses03F_script01_3_F015,Look,c,xxx
Ses03F_script01_3_F016,I was almost married two years ago.,ans,xxx
Ses03F_script01_3_M017,Why didn't you?,q,sur
Ses03F_script01_3_F017,Cause you started to write me.,ans,xxx
Ses03F_script01_3_M018,You felt something that far back?,q,hap
Ses03F_script01_3_F018,Every day since.,ans,hap
Ses03F_script01_3_M019,Why didn't you let me know?,q,hap
Ses03F_script01_3_F019,"Well, I don't know, you didn't write until then and then when you did, what'd you say?",ans,xxx
Ses03F_script01_3_F020,You always can be so ambiguous.,o,xxx
Ses03F_script01_3_M020,"Give me a kiss, Annie.",c,hap
Ses03F_script01_3_M021,Give me-,c,hap
Ses03F_script01_3_M022,"[LAUGHTER]. God, I kissed Annie. I kissed Annie. How long, how long I've been waiting to kiss you.",o,xxx
Ses03F_script01_3_F021,I don't know if I ever can forgive you for that. Why'd you wait so long? I sat in my room wondering if I was crazy for thinking about you.,o,hap
Ses03F_script01_3_M023,We're going to live now. I'm going to make you so happy.,o,hap
Ses03F_script01_3_F022,"Not like that, you're not.",o,xxx
Ses03F_script01_3_M024,I kissed you.,s,hap
Ses03F_script01_3_F023,"Like Larry's brother. Do it like you, Chris.",o,hap
Ses03F_script01_3_F024,What is it?,q,xxx
Ses03F_script01_3_M025,Let's drive somewhere. I want to be alone with you.,ans,sad
Ses03F_script01_3_F025,No. What is it? Is it your mother?,q,sad
Ses03F_script01_3_M026,"No, no, no, no. Nothing like that.",ans,neu
Ses03F_script01_3_F026,"Well then tell me what's wrong. I mean, even in your letters there's something ashamed.",q,sad
Ses03F_script01_3_M027,"Yeah. I guess there is. I guess I was, but uh- it's going from me now.",ans,sad
Ses03F_script01_3_F027,You should tell me.,o,sad
Ses03F_script01_3_M028,I don't know where to start.,s,sad
Ses03F_script01_3_F028,"But, Chris, it wouldn't work like this.",s,sad
Ses03F_script01_3_M029,You know when I went overseas. I said I was in command of a company.,s,sad
Ses03F_script01_3_F029,"Yeah, sure.",ag,sad
Ses03F_script01_3_M030,"Well, I lost them.",s,sad
Ses03F_script01_3_F030,How many?,q,sad
Ses03F_script01_3_M031,Just about all.,ans,sad
Ses03F_script01_3_F031,Geez.,b,sad
Ses03F_script01_3_M032,It takes a little while to toss that off. Because they weren't just men.,o,sad
Ses03F_script01_3_M033,"For instance, one time, it had to have been raining several days. There was this one kid, he came up to me and he gave me his last pair of dry socks. Put them in my pocket.",s,sad
Ses03F_script01_3_M034,"I mean, that's-that's only a little thing, but that's the kind of guys I had. They didn't just die. They killed themselves for each other. And I mean that exactly. A little more selfish and they'd still be here today.",o,sad
Ses03F_script01_3_M035,"And I, and I thought something watching them go down.",o,sad
Ses03F_script01_3_M036,"Everything was being destroyed, see, but there was one new thing that was being created. A kind of responsibility, man for man. You understand me?",o,sad
Ses03F_script01_3_M037,And to show that-to bring that onto the earth like some sort of monument standing right behind us where everyone could feel it and it would make a difference to him.,o,sad
Ses03F_script01_3_M038,And I came back here and it was incredible. There was no meaning in that here. The whole thing to them was a bus accident.,s,sad
Ses03F_script01_3_M039,And I went to work with dad and that rat race again. And I felt what you said-ashamed somehow. Because nobody was changed at all. It seemed to make a sucker out of a lot of guys.,s,sad
Ses03F_script01_3_M040,"And I felt wrong to be alive. To drive the car, to see the new checkbook, to see the new refrigerator. I mean, you can take those things out of the war. But you got to know that when you drive that car that that came out of the love a man can have for another man. And you got to be a little bit better because of that.",s,sad
Ses03F_script01_3_M041,"Otherwise, what you have here is loot; and there's blood on it.",o,sad
Ses03F_script01_3_M042,And I didn't want to take any of it.,o,sad
Ses03F_script01_3_M043,And I guess that included you.,o,sad
Ses03F_script01_3_F032,And you still feel that way?,q,sad
Ses03F_script01_3_M044,"I want you now, Annie.",ans,xxx
Ses03F_script01_3_F033,"Because you can't feel that way, never again, Chris. You hear me? Never. I mean, the money and me too.",o,sad
Ses03F_script01_3_F034,"I mean, there's nothing wrong in that money, and your father put good planes up in the air and you should be proud of that. A man should be paid for that.",o,xxx
Ses03F_script01_3_M045,"Annie,",b,hap
Ses03F_script01_3_M046,"Annie, I'm going to make a fortune for you.",o,hap
Ses03F_script01_3_F035,What am I going to do with a fortune?,q,hap
Ses03F_script02_1_M000,"Hey, what time is it? They're supposed to run around midnight, right? God, this is great, isn't it?",q,exc
Ses03F_script02_1_M001,Look at the night we got; couldn't be better.,o,exc
Ses03F_script02_1_M002,"You know actually, I wanted to go a little further up the coast to get away from all the, the people and the lights, and uh- but I thought we'd miss it. Hey, how you doing?",q,exc
Ses03F_script02_1_F000,Fine.,ans,sad
Ses03F_script02_1_M003,"Oh, is that-is that-now, is that just foam, uhh, I can't even tell.",s,exc
Ses03F_script02_1_M004,"Oh, though if I can't tell it probably isn't them, right? It probably would be unmistakable, wouldn't you think? Hey, how you doing?",q,exc
Ses03F_script02_1_M005,"Oh, do you know what I forgot? I forgot my flashlight. How could I be so stupid. Oh, I-I should have brought my flashlight.",s,exc
Ses03F_script02_1_F001,What flashlight?,q,xxx
Ses03F_script02_1_M006,"Uh- you know, the flashlight. The silver one. There's only one, isn't there?",ans,exc
Ses03F_script02_1_F002,That's not your flashlight; it's ours. It's mine too.,s,xxx
Ses03F_script02_1_M007,"Oh, well, sure.",ag,xxx
Ses03F_script02_1_F003,"I don't understand why you're always saying oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel?",q,ang
Ses03F_script02_1_M008,"No, of course. Yours and mine. Our flashlight. Yours and mine. Mi flashlight is su flashlight. Naturally.",ag,xxx
Ses03F_script02_1_M009,We should have brought our flashlight. I can't believe we forgot to bring it.,q,exc
Ses03F_script02_1_M010,I hope the moon stays out.,o,exc
Ses03F_script02_1_M011,"Hey, do they always run during a full moon? I can't remember if it was full last year. Do you remember?",q,exc
Ses03F_script02_1_F004,Yes.,ans,xxx
Ses03F_script02_1_M012,Are you cold? Do you want my jacket?,q,xxx
Ses03F_script02_1_M013,"We should have brought the blanket. Oh, why didn't we bring the blanket? Our blanket.",s,exc
Ses03F_script02_1_M014,"You know what would be good right now? A six-pack. Ah, I can't believe I forgot a six-pack. A six-pack would be just the ticket right about now.",s,exc
Ses03F_script02_1_M015,I'm so stupid. I'm like a little kid. I-it's amazing I get out of the house with my fly zipped. Oh- [LAUGHTER].,o,exc
Ses03F_script02_1_M016,I wonder if they can hear us talk. Or hear the vibrations in the sand when we move.,q,exc
Ses03F_script02_1_F005,I'm cold.,s,xxx
Ses03F_script02_1_M017,Do you want my jacket?,q,neu
Ses03F_script02_1_F006,"It's past eleven, let's go home.",s,xxx
Ses03F_script02_1_M018,What? Are you kidding me? We just got here. We'd miss it. What's the point of coming down there if we just turn around and go home?,q,sur
Ses03F_script02_1_F007,There is no point in coming down here.,ans,xxx
Ses03F_script02_1_M019,Right.,b,neu
Ses03F_script02_1_F008,That's my point.,s,xxx
Ses03F_script02_1_M020,"Yeah, that's my point too.",ag,neu
Ses03F_script02_1_F009,"Well, so let's go.",c,xxx
Ses03F_script02_1_M021,"No. No, no, no, that's not my point. My point is there's no point in coming down here if we just turn around and leave.",dag,exc
Ses03F_script02_1_M022,"I mean, don't you want to see it?",q,neu
Ses03F_script02_1_F010,Not particularly.,ans,sad
Ses03F_script02_1_M023,Why not?,q,neu
Ses03F_script02_1_F011,I don't know. I just don't.,ans,sad
Ses03F_script02_1_M024,"Honey, this is a natural-this is a natural phenomenon. I mean, it only happens once a year. This is, this is a great opportunity. Think about the people in Kansas. They would have to get a plane ticket and hotel reservation to come and see this. We're only forty minutes away. This is too good to pass up.",s,xxx
Ses03F_script02_1_F012,Pass up what? A bunch of fish. They swim up to the beach and they flop around and they swim away and then they die.,s,ang
Ses03F_script02_1_M025,Yeah. But that moment on the beach is the highlight of their little lives. And all that flopping around is laying eggs or what you-spawning or mating or something like that.,s,xxx
Ses03F_script02_1_M026,"I mean, this is the big night for these guys. Life's last orgy.",o,xxx
Ses03F_script02_1_F013,"I don't know why you're getting so excited. I mean, it's not like the landing of the moon or something. It's just fish. Fish that nobody eats.",o,fru
Ses03F_script02_1_M027,"Yeah, they do.",dag,xxx
Ses03F_script02_1_F014,"Oh, God, Augie.",b,fru
Ses03F_script02_1_M028,"What, okay, then it's fish that do something no other fish do. Like the swallows in Capistrano or the lemmings who throw themselves off the cliffs.",s,xxx
Ses03F_script02_1_M029,"There's magic here and mystery and a little bit of the unexplainable. I mean, I don't see how you cannot be interested.",o,xxx
Ses03F_script02_1_F015,"I'm just not. I mean, I'm sorry, it just-they're still fish to me.",s,xxx
Ses03F_script02_1_M030,For real?,q,sur
Ses03F_script02_1_F016,Yes.,ans,xxx
Ses03F_script02_1_M031,I don't get it. The last time-the first time that we came to see it you said it was the best night of your life.,s,xxx
Ses03F_script02_1_M032,And then last year when we came to see it you ran out of the house so fast that you stubbed your toe. And you didn't even notice until you got in the car.,s,xxx
Ses03F_script02_1_F017,"Yes, and if you also remember, I got sand in my panties. We got into an argument about nothing. You got a sore throat and we never saw the grunions.",s,fru
Ses03F_script02_1_M033,We weren't in a good spot.,o,xxx
Ses03F_script02_1_F018,"No, for God's sakes, we've never seen the grunions. We're not going to see them.",s,fru
Ses03F_script02_1_M034,"We just weren't in a good spot, all right? This is a much better spot. I have a good instinct for these things. Look, is that-",o,fru
Ses03F_script02_1_M035,"no, that's just seaweed, isn't it? This is great, isn't it?",q,xxx
Ses03F_script02_1_M036,"I wouldn't miss this for anything. I mean, think about this. Okay, I know you're not interested, but just think about this for a minute.",c,exc
Ses03F_script02_1_M037,Somewhere out there there's this huge silver mass of fish heading this way. They don't know why. And we don't know why. Just some little instinctual time-release firecracker went off-went off in their bodies.,s,xxx
Ses03F_script02_1_M038,"And they all, all as one, turned as one and formed this line as big as the California coast and started swimming this way. Swimming as if that's the only thing that matters.",s,exc
Ses03F_script02_1_M039,"You know, they didn't ask it a question. They didn't, they didn't take a vote. They didn't have an invitation or a map; they just started swimming as one.",s,exc
Ses03F_script02_1_M040,"its single-mindedness with one mind. Urgency that's pure urge. You know, they don't give it a name.",o,exc
Ses03F_script02_1_M041,"They don't ask it a question. They just, they just, they don't know what drives them. They just turn as one and start the swim that brings them to here",s,exc
Ses03F_script02_1_M042,"where we stand for a massive celebration of sex and death. Oh, God, I'm giving myself goosebumps. Look, I'm all-all my hairs on my arms is sticking up.",s,exc
Ses03F_script02_1_F019,"Yeah, that's the wind.",s,xxx
Ses03F_script02_1_M043,So what do you think?,q,xxx
Ses03F_script02_1_F020,About what?,q,xxx
Ses03F_script02_1_M044,About what I just said.,ans,neu
Ses03F_script02_1_F021,It's ridiculous.,o,xxx
Ses03F_script02_2_F020,And you whispered so intimately in my ear so I could feel your words.,s,hap
Ses03F_script02_2_F021,"Oh, that moment-that was it.",s,hap
Ses03F_script02_2_F022,"I told myself finally, this is how happy I'm supposed to be.",s,sad
Ses03F_script02_2_M016,Wait a minute. I got it.,c,neu
Ses03F_script02_2_F023,Dancing barefoot in the sand. Drinking out of a bottle of champagne.,s,hap
Ses03F_script02_2_M017,"It was driving past the Knickerbocker Liquor Locker, right? You said let's get some champagne, and I said time's-a-wasting or something like that.",s,xxx
Ses03F_script02_2_M018,"You want this to be like the other time, right? That's it. Right?",q,xxx
Ses03F_script02_2_F024,I don't want to remember something.,ans,sad
Ses03F_script02_2_F025,Hope for some things.,s,sad
Ses03F_script02_2_M019,"Right. I got it. Of course. Listen, do you want to dance?",q,xxx
Ses03F_script02_2_F026,No.,ans,sad
Ses03F_script02_2_M020,Do you want me to get some champagne?,q,xxx
Ses03F_script02_2_F027,No.,ans,sad
Ses03F_script02_2_M021,Take off our shoes?,q,xxx
Ses03F_script02_2_F028,"No, no.",ans,sad
Ses03F_script02_2_M022,What? What? Do you want me to breathe in your ear?,q,fru
Ses03F_script02_2_F029,No.,ans,fru
Ses03F_script02_2_M023,Do you want to get married again? What? What? Do you want to get a divorce?,q,fru
Ses03F_script02_2_F030,No.,ans,fru
Ses03F_script02_2_F031,No.,ans,ang
Ses03F_script02_2_M024,A vacation?,q,fru
Ses03F_script02_2_F032,No.,ans,fru
Ses03F_script02_2_M025,A new carpet? A poodle?,q,fru
Ses03F_script02_2_M026,"A-a back rub, some ice cream, a suicide pact. What the hell do you want, Carla?",q,ang
Ses03F_script02_2_F033,I want things to turn out the way that they're supposed to be.,ans,fru
Ses03F_script02_2_M027,"Jesus, welcome to the human race.",o,fru
Ses03F_script02_2_M028,Did you think this is how I thought it was going to turn out? Do you think I had some great fantasy down the line? That four years down the line that we'd come to the beach and argue with each other over fish?,q,xxx
Ses03F_script02_2_M029,"No, I was just like you. I thought it was going to be all peaches and roses and everything great. And the wind in our hair and the sand in our toes, and the fish will always come and the bills will pay themselves, and we'll have three big fat rosy kids. And oh God.",s,fru
Ses03F_script02_2_M030,"You know what you get? The jokes on us, baby. Because do you know what you get? Huh? Carla? Do you know what you get? You get this.",s,fru
